,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,000007.SZ,20190831,20190831,20190630,1,1,,,21023439.33,21023439.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000007.SZ,20190831,20190831,20190630,1,1,-0.01,-0.01,21023439.33,21023439.33,,,,,,,,,,,,,,,18624335.71,-5860114.76,4493581.27,,17357322.34,6165796.68,,,516289.49,,11975396.12,-2812.13,,,,,,,,,,,,16448623.86,80937.22,15427875.79,,1101685.29,5235563.78,-4133878.49,-4105103.17,-28775.32,,-4133878.49,-4105103.17,-28775.32,2384242.96,4946962.17,,,
0,000008.SZ,20190829,20190829,20190630,1,1,0.0238,0.0238,932616832.9,932616832.9,,,,,,,,,,,,,,,-262892.45,3005513.98,-4272025.76,,893244853.9,424386289.91,,,11300866.52,114505614.95,185306764.26,35241634.23,,,,,,,,,,,,87925038.23,2064857.04,676565.45,,89313329.82,19105670.59,70207659.23,66213204.77,3994454.46,,70207659.23,66213204.77,3994454.46,143594951.79,186877255.22,,,
0,000009.SZ,20190831,20190831,20190630,1,1,0.0642,0.0642,5914482224.79,5891655023.5,22827201.29,,,,,,,,,,,,,,49637412.26,-64680288.14,-9329434.14,,5404730548.44,3772878211.96,,2999490.83,232221397.79,552117546.36,360962208.27,243754232.88,32546873.31,,,,,,,,,,,546034589.18,23477114.95,8741304.68,,560770399.45,179947178.01,380823221.44,138075594.7,242747626.74,-94348153.29,286475068.15,87290245.68,199184822.47,,,,,
1,000009.SZ,20190831,20190831,20190630,1,1,0.0642,0.0642,5914482224.79,5891655023.5,22827201.29,,,,,,,,,,,,,,49637412.26,-64680288.14,-9329434.14,,5404730548.44,3772878211.96,,2999490.83,232221397.79,552117546.36,360962208.27,243754232.88,-32546873.31,,,,,,,,,,,546034589.18,23477114.95,8741304.68,,560770399.45,179947178.01,380823221.44,138075594.7,242747626.74,-94348153.29,286475068.15,87290245.68,199184822.47,836739740.17,1086576884.23,,,
0,000010.SZ,20190802,20190802,20190630,1,1,0.0125,0.0125,472836173.15,472836173.15,,,,,,,,,,,,,,,,33009782.57,,,439565041.85,336945527.03,,,1293331.95,2886152.4,40408397.09,46807360.78,8427102.33,,,,,,,,,,,69150806.99,252235.49,571277.01,,68831765.47,25938541.36,42893224.11,10231761.73,32661462.38,,42893224.11,10231761.73,32661462.38,,,,,
1,000010.SZ,20190802,20190802,20190630,1,1,0.0125,0.0125,472836173.15,472836173.15,,,,,,,,,,,,,,,,33009782.57,,,439565041.85,336945527.03,,,1293331.95,2886152.4,40408397.09,46807360.78,-8427102.33,,,,,,,,,,,69150806.99,252235.49,571277.01,,68831765.47,25938541.36,42893224.11,10231761.73,32661462.38,,42893224.11,10231761.73,32661462.38,82661910.69,85984938.19,,,
0,000011.SZ,20190820,20190820,20190630,1,1,0.1741,0.1741,755390079.96,755390079.96,,,,,,,,,,,,,,,0.0,780826.57,780826.57,,629064531.06,381969088.48,,,120082220.0,18292724.72,55957281.51,50185710.49,2577505.86,,,,,,,,,,,127411589.37,1790531.75,1706247.92,,127495873.2,52191460.83,75304412.37,103749398.16,-28444985.79,202824.25,75507236.62,103952222.41,-28444985.79,,,,,
1,000011.SZ,20190820,20190820,20190630,1,1,0.1741,0.1741,755390079.96,755390079.96,,,,,,,,,,,,,,,0.0,780826.57,780826.57,,629064531.06,381969088.48,,,120082220.0,18292724.72,55957281.51,50185710.49,-2577505.86,,,,,,,,,,,127411589.37,1790531.75,1706247.92,,127495873.2,52191460.83,75304412.37,103749398.16,-28444985.79,202824.25,75507236.62,103952222.41,-28444985.79,176816473.29,192011667.26,,,
0,000012.SZ,20190823,20190823,20190630,1,1,0.12,0.12,4888237578.0,4888237578.0,,,,,,,,,,,,,,,,,,,4530539241.0,3671376825.0,,,56687997.0,172503399.0,292862355.0,159066859.0,3765670.0,,,,,,,,,,,465824719.0,3666315.0,6293227.0,,463197807.0,76458740.0,386739067.0,377342401.0,9396666.0,280161.0,387019228.0,377622562.0,9396666.0,,,,,
1,000012.SZ,20190823,20190823,20190630,1,1,0.12,0.12,4888237578.0,4888237578.0,,,,,,,,,,,,,,,,,,,4530539241.0,3671376825.0,,,56687997.0,172503399.0,292862355.0,159066859.0,-3765670.0,,,,,,,,,,,465824719.0,3666315.0,6293227.0,,463197807.0,76458740.0,386739067.0,377342401.0,9396666.0,280161.0,387019228.0,377622562.0,9396666.0,624520609.0,1096791649.0,,,
0,000014.SZ,20190829,20190829,20190630,1,1,-0.0189,-0.0189,82599406.14,82599406.14,,,,,,,,,,,,,,,,,,,93564548.51,59938078.12,,,2371004.21,2293923.68,27987913.09,1370721.58,,,,,,,,,,,,-10965142.37,6143624.5,309918.52,,-5131436.39,-1146922.67,-3984513.72,-3984513.72,,,-3984513.72,-3819428.29,-165085.43,,,,,
1,000014.SZ,20190829,20190829,20190630,1,1,-0.0189,-0.0189,82599406.14,82599406.14,,,,,,,,,,,,,,,,,,,93564548.51,59938078.12,,,2371004.21,2293923.68,27987913.09,1370721.58,,,,,,,,,,,,-10965142.37,6143624.5,309918.52,,-5131436.39,-1146922.67,-3984513.72,-3819428.29,-165085.43,,-3984513.72,-3819428.29,-165085.43,-9991512.96,-6288772.18,,,
0,000016.SZ,20190807,20190807,20190630,1,1,0.1465,0.1465,26036442813.84,26036442813.84,,,,,,,,,,,,,,,-3005381.67,559161027.92,8541274.56,,26759966813.21,24674042371.13,,,37389092.27,1067945914.36,347924642.43,414260463.03,-11717767.29,,,,,,,,,,,470222458.88,22269442.09,3469741.51,,489022159.46,10311393.19,478710766.27,352767020.73,125943745.54,-3108112.33,475602653.94,349107134.04,126495519.9,84097658.78,314087359.56,,,
0,000017.SZ,20190829,20190829,20190630,1,1,-0.0014,-0.0014,38274433.02,38274433.02,,,,,,,,,,,,,,,,,,,39517620.73,35329514.97,,,36587.77,1875723.61,2359383.84,-60452.99,-40616.29,,,,,,,,,,,-1243187.71,148627.0,50.0,,-1094610.71,-4152.36,-1090458.35,-798946.17,-291512.18,,-1090458.35,-798946.17,-291512.18,,,,,
1,000017.SZ,20190829,20190829,20190630,1,1,-0.0014,-0.0014,38274433.02,38274433.02,,,,,,,,,,,,,,,,,,,39517620.73,35329514.97,,,36587.77,1875723.61,2359383.84,-60452.99,40616.29,,,,,,,,,,,-1243187.71,148627.0,50.0,,-1094610.71,-4152.36,-1090458.35,-798946.17,-291512.18,,-1090458.35,-798946.17,-291512.18,-1286160.88,-1100028.96,,,
0,000019.SZ,20190827,20190827,20190630,1,1,0.1763,0.1763,4782167732.69,4782167732.69,,,,,,,,,,,,,,,28381.21,7167936.04,3413100.95,,4559478045.96,4262101770.62,,,6605514.2,112553742.74,101397947.99,8519731.85,-69231423.42,,,,,,,,,,,235345695.99,362252.46,3982019.95,,231725928.5,15485294.03,216240634.47,203168850.61,13071783.86,,216240634.47,203168850.61,13071783.86,231529735.41,278173305.25,,,
0,000020.SZ,20190827,20190827,20190630,1,1,0.0091,0.0091,339190174.05,339190174.05,,,,,,,,,,,,,,,,74936.14,,,336441486.55,297580208.34,,,1310110.0,9130380.22,19616991.39,5068371.24,,,,,,,,,,,,2952663.21,232758.0,1100.0,,3184321.21,603910.08,2580411.13,2580411.13,,,2580411.13,2580411.13,,,,,,
1,000020.SZ,20190827,20190827,20190630,1,1,0.0091,0.0091,339190174.05,339190174.05,,,,,,,,,,,,,,,,74936.14,,,336441486.55,297580208.34,,,1310110.0,9130380.22,19616991.39,5068371.24,,,,,,,,,,,,2952663.21,232758.0,1100.0,,3184321.21,603910.08,2580411.13,2580411.13,,,2580411.13,2580411.13,,7825491.24,8814134.1,,,
0,000021.SZ,20190831,20190831,20190630,1,1,0.1017,0.1017,6466509240.29,6466509240.29,,,,,,,,,,,,,,,-60739711.5,32503091.17,11470141.6,,6239160851.77,5931694691.73,,,25717349.42,28454689.91,213415494.27,-106835115.52,655884.95,,,,,,,,,,,222397591.14,442656.44,410223.3,,222430024.28,39389899.83,183040124.45,149620968.94,33419155.51,11958773.15,194998897.6,161579742.09,33419155.51,140470585.76,403679790.68,,,
0,000023.SZ,20190827,20190827,20190630,1,1,0.2242,0.2242,831865692.12,831865692.12,,,,,,,,,,,,,,,,705958.89,,,771574924.37,706809523.77,,,8307285.87,5654902.13,28934216.82,10349381.24,,,,,,,,,,,,63152533.4,4787603.59,684589.49,,67255547.5,19069565.46,48185982.04,31104062.41,17081919.63,,48185982.04,31104062.41,17081919.63,82819535.84,100236617.21,,,
0,000025.SZ,20190830,20190830,20190630,1,1,0.1039,0.1039,278268739.33,278268739.33,,,,,,,,,,,,,,,,16711450.93,10775524.54,,243355430.65,210494012.42,,,2968165.06,9358514.29,16878629.26,3757775.76,,,,,,,,,,,,51734530.58,119625.44,833400.0,,51020756.02,6038256.76,44982499.26,44779948.6,202550.66,,44982499.26,44779948.6,202550.66,,,,,
1,000025.SZ,20190830,20190830,20190630,1,1,0.1039,0.1039,278268739.33,278268739.33,,,,,,,,,,,,,,,,16711450.93,10775524.54,,243355430.65,210494012.42,,,2968165.06,9358514.29,16878629.26,3757775.76,,,,,,,,,,,,51734530.58,119625.44,833400.0,,51020756.02,6038256.76,44982499.26,44779948.6,202550.66,,44982499.26,44779948.6,202550.66,38576029.59,51580296.82,,,
0,000026.SZ,20190815,20190815,20190630,1,1,0.2788,0.2788,1785036020.23,1785036020.23,,,,,,,,,,,,,,,,1531310.06,1531310.06,,1635060219.77,1051504075.22,,,15094875.33,415776028.95,116352835.42,16238965.89,-2514740.86,,,,,,,,,,,164340842.75,294311.7,524505.98,,164110648.47,40615187.57,123495460.9,123495460.9,,1749420.87,125244881.77,125244868.1,13.67,,,,,
1,000026.SZ,20190815,20190815,20190630,1,1,0.2788,0.2788,1785036020.23,1785036020.23,,,,,,,,,,,,,,,,1531310.06,1531310.06,,1635060219.77,1051504075.22,,,15094875.33,415776028.95,116352835.42,16238965.89,2514740.86,,,,,,,,,,,164340842.75,294311.7,524505.98,,164110648.47,40615187.57,123495460.9,123495460.9,,1749420.87,125244881.77,125244868.1,13.67,182342277.6,253772768.01,,,
0,000027.SZ,20190822,20190822,20190630,1,1,0.2604,0.2604,10386152060.23,10386152060.23,,,,,,,,,,,,,,,64576350.66,90144815.87,-23988319.44,,9209753954.06,6679084333.9,,,918448140.02,117204231.85,486714487.39,950825905.73,,,,,,,,,,,,1360082879.2,75656807.82,8180881.93,,1427558805.09,270097970.84,1157460834.25,1032242134.41,125218699.84,160080520.51,1317541354.76,1192344427.99,125196926.77,2152705972.19,3375992453.61,,,
0,000028.SZ,20190824,20190824,20190630,1,1,1.52,1.52,25228147377.43,25228147377.43,,,,,,,,,,,,,,,,169142289.99,169142289.99,,24453863283.88,22415519952.87,,,62139226.44,1483332500.73,377216694.13,104095254.24,125554.34,,,,,,,,,,,958387577.12,3667170.25,1718265.56,,960336481.81,192243926.5,768092555.31,650833360.4,117259194.91,,768092555.31,650833360.4,117259194.91,,,,,
1,000028.SZ,20190824,20190824,20190630,1,1,1.52,1.52,25228147377.43,25228147377.43,,,,,,,,,,,,,,,,169142289.99,169142289.99,,24453863283.88,22415519952.87,,,62139226.44,1483332500.73,377216694.13,104095254.24,-125554.34,,,,,,,,,,,958387577.12,3667170.25,1718265.56,,960336481.81,192243926.5,768092555.31,650833360.4,117259194.91,,768092555.31,650833360.4,117259194.91,904804367.94,1019137185.71,,,
0,000029.SZ,20190821,20190821,20190630,1,1,0.3293,0.3293,1251337802.57,1251337802.57,,,,,,,,,,,,,,,,14288098.55,,,820118047.65,437127976.25,,,340329498.86,18474060.33,30812771.33,-6626259.12,,,,,,,,,,,,445507853.47,363709.11,3755.82,,445867806.76,112729793.86,333138012.9,333155843.41,-17830.51,121770.51,333259783.41,333241082.77,18700.64,,,,,
1,000029.SZ,20190821,20190821,20190630,1,1,0.3293,0.3293,1251337802.57,1251337802.57,,,,,,,,,,,,,,,,14288098.55,,,820118047.65,437127976.25,,,340329498.86,18474060.33,30812771.33,-6626259.12,,,,,,,,,,,,445507853.47,363709.11,3755.82,,445867806.76,112729793.86,333138012.9,333155843.41,-17830.51,121770.51,333259783.41,333241082.77,18700.64,424593495.8,438225945.23,,,
0,000030.SZ,20190828,20190828,20190630,1,1,0.234,0.234,4583499013.73,4583499013.73,,,,,,,,,,,,,,,,259161339.63,259161339.63,,4420294208.22,3924766035.96,,,27398432.01,142165193.84,235087585.14,-6276399.87,-1207770.1,,,,,,,,,,,447020660.67,8302715.82,1404219.16,,453919157.33,35769767.67,418149389.66,423754627.42,-5605237.76,3250745.77,421400135.43,427005373.19,-5605237.76,,,,,
1,000030.SZ,20190828,20190828,20190630,1,1,0.234,0.234,4583499013.73,4583499013.73,,,,,,,,,,,,,,,,259161339.63,259161339.63,,4420294208.22,3924766035.96,,,27398432.01,142165193.84,235087585.14,-6276399.87,1207770.1,,,,,,,,,,,447020660.67,8302715.82,1404219.16,,453919157.33,35769767.67,418149389.66,423754627.42,-5605237.76,3250745.77,421400135.43,427005373.19,-5605237.76,176677083.68,322916068.23,,,
0,000031.SZ,20190829,20190829,20190630,1,1,0.49,0.49,18270846528.34,18270846528.34,,,,,,,,,,,,,,,-8310000.0,-37479558.87,-439916608.78,,13641409100.82,9225408942.04,,,2498946097.24,435350326.08,635394897.19,819214270.41,68093233.49,,,,,,,,,,,4586718500.64,38363600.0,13060824.54,,4612021276.1,1624055377.62,2987965898.48,1931621336.78,1056344561.7,8143824.51,2996109722.99,1944930372.2,1051179350.79,,,,,
1,000031.SZ,20190829,20190829,20190630,1,1,0.49,0.49,18270846528.34,18270846528.34,,,,,,,,,,,,,,,-8310000.0,-37479558.87,-439916608.78,,13641409100.82,9225408942.04,,,2498946097.24,435350326.08,635394897.19,819214270.41,-68093233.49,,,,,,,,,,,4586718500.64,38363600.0,13060824.54,,4612021276.1,1624055377.62,2987965898.48,1931621336.78,1056344561.7,8143824.51,2996109722.99,1944930372.2,1051179350.79,5479273631.09,6215157230.8,,,
0,000032.SZ,20190824,20190824,20190630,1,1,0.127,0.127,658153144.24,658153144.24,,,,,,,,,,,,,,,1081976.03,-4343666.36,-794668.39,,588093719.99,512266854.47,,,5253123.55,16248266.53,48362230.27,-5868706.92,,,,,,,,,,,,73300418.36,4857965.55,90735.64,,78067648.27,26954229.71,51113418.56,52282579.53,-1169160.97,-43164.94,51070253.62,52239414.59,-1169160.97,74047585.38,91577304.66,,,
0,000034.SZ,20190831,20190831,20190630,1,1,0.6093,0.6092,42335767305.41,42335767305.41,,,,,,,,,,,,,,,-33135170.33,166648348.9,28536171.25,,42012431413.23,40677753815.57,,,31590524.59,756116290.96,110422308.35,263849367.1,42571126.67,,,,,,,,,,,492385141.96,6569829.5,2147216.66,,496807754.8,100070214.09,396737540.71,396512648.79,224891.92,7568781.36,404306322.07,404081430.15,224891.92,,,,,
1,000034.SZ,20190831,20190831,20190630,1,1,0.6093,0.6092,42335767305.41,42335767305.41,,,,,,,,,,,,,,,-33135170.33,166648348.9,28536171.25,,42012431413.23,40677753815.57,,,31590524.59,756116290.96,110422308.35,263849367.1,-42571126.67,,,,,,,,,,,492385141.96,6569829.5,2147216.66,,496807754.8,100070214.09,396737540.71,396512648.79,224891.92,7568781.36,404306322.07,404081430.15,224891.92,706611085.32,732422184.67,,,
0,000035.SZ,20190831,20190831,20190630,1,1,0.0938,0.0938,8043733364.86,8043733364.86,,,,,,,,,,,,,,,,45229169.87,45307986.61,,7735400035.15,6864739766.99,,,96934668.39,12472878.09,394537582.87,312327293.01,-502468.66,,,,,,,,,,,401594041.76,11200276.32,5834098.93,,406960219.15,144124528.81,262835690.34,211703083.66,51132606.68,-116620410.06,146215280.28,117028334.51,29186945.77,,,,,
1,000035.SZ,20190831,20190831,20190630,1,1,0.0938,0.0938,8043733364.86,8043733364.86,,,,,,,,,,,,,,,,45229169.87,45307986.61,,7735400035.15,6864739766.99,,,96934668.39,12472878.09,394537582.87,312327293.01,502468.66,,,,,,,,,,,401594041.76,11200276.32,5834098.93,,406960219.15,144124528.81,262835690.34,211703083.66,51132606.68,-116620410.06,146215280.28,117028334.51,29186945.77,677668219.96,1492330828.46,,,
0,000036.SZ,20190831,20190831,20190630,1,1,0.309,0.309,1655768950.34,1655768950.34,,,,,,,,,,,,,,,,2552258.58,-11393525.35,,992260368.74,408829548.5,,,490255474.91,57080973.57,38401654.92,-2651584.51,344301.35,,,,,,,,,,,666060840.18,9497236.48,202364.65,,675355712.01,176034288.86,499321423.15,458949925.4,40371497.75,,499321423.15,458949925.4,40371497.75,,,,,
1,000036.SZ,20190831,20190831,20190630,1,1,0.309,0.309,1655768950.34,1655768950.34,,,,,,,,,,,,,,,,2552258.58,-11393525.35,,992260368.74,408829548.5,,,490255474.91,57080973.57,38401654.92,-2651584.51,-344301.35,,,,,,,,,,,666060840.18,9497236.48,202364.65,,675355712.01,176034288.86,499321423.15,458949925.4,40371497.75,,499321423.15,458949925.4,40371497.75,660856997.09,691972542.72,,,
0,000037.SZ,20190816,20190816,20190630,1,1,-0.04,-0.04,408124616.38,408124616.38,,,,,,,,,,,,,,,,-677552.37,,,443959972.56,382997137.69,,,2825433.43,2566269.52,44931864.5,10639267.42,,,,,,,,,,,,-31968679.41,103166.5,46124.97,,-31911637.88,1157865.76,-33069503.64,-25283190.82,-7786312.82,,-33069503.64,-25283190.82,-7786312.82,-20233933.3,25822544.48,,,
0,000038.SZ,20190824,20190824,20190630,1,1,0.0192,0.0192,1083181934.49,1083181934.49,,,,,,,,,,,,,,,,370294.26,,,1061664623.46,1012245655.17,,,3716143.25,12899159.7,32250080.47,-13894812.36,,,,,,,,,,,,21899842.6,104221.52,1070292.6,,20933771.52,10603334.2,10330437.32,10053904.55,276532.77,,10330437.32,10053904.55,276532.77,,,,,
1,000038.SZ,20190824,20200123,20190630,1,1,0.0209,0.0209,1083181934.49,1083181934.49,,,,,,,,,,,,,,,,370294.26,,,1060536086.55,1012210527.6,,,3716143.25,12899159.7,31156671.13,-13894812.36,,,,,,,,,,,,23028379.51,104221.52,1070292.6,,22062308.43,10881373.22,11180935.21,10904402.44,276532.77,,11180935.21,10904402.44,276532.77,20883151.32,34686737.3,,,
0,000039.SZ,20190828,20190828,20190630,1,1,0.1618,0.1604,42717729000.0,42717729000.0,,,,,,,,,,,,,,,-203183000.0,89208000.0,25064000.0,,41568774000.0,36947210000.0,,,330047000.0,952981000.0,2189191000.0,561019000.0,-129000.0,,,,,,,,,,,1518517000.0,165859000.0,44220000.0,,1640156000.0,537936000.0,1102220000.0,679829000.0,422391000.0,324619000.0,1426839000.0,985769000.0,441070000.0,,,,,
1,000039.SZ,20190828,20190828,20190630,1,1,0.1618,0.1604,42717729000.0,42717729000.0,,,,,,,,,,,,,,,-203183000.0,89208000.0,25064000.0,,41568774000.0,36947210000.0,,,330047000.0,952981000.0,2189191000.0,561019000.0,129000.0,,,,,,,,,,,1518517000.0,165859000.0,44220000.0,,1640156000.0,537936000.0,1102220000.0,679829000.0,422391000.0,324619000.0,1426839000.0,985769000.0,441070000.0,2189491000.0,3342275000.0,,,
0,000040.SZ,20190831,20190831,20190630,1,1,0.062,0.062,5232670823.45,5232670823.45,,,,,,,,,,,,,,,,80524491.37,-468216.54,,5208191831.48,4709100376.85,,,13124996.2,4901168.35,138056386.49,294526869.88,,,,,,,,,,,,124939139.74,73784.68,23855201.9,,101157722.52,8946269.79,92211452.73,92708552.72,-497099.99,765084.54,92976537.27,93471842.83,-495305.56,,,,,
1,000040.SZ,20190831,20190831,20190630,1,1,0.062,0.062,5232670823.45,5232670823.45,,,,,,,,,,,,,,,,80524491.37,-468216.54,,5208191831.48,4709100376.85,,,13124996.2,4901168.35,138056386.49,294526869.88,,,,,,,,,,,,124939139.74,73784.68,23855201.9,,101157722.52,8946269.79,92211452.73,92708552.72,-497099.99,765084.54,92976537.27,93471842.83,-495305.56,373361696.98,581282289.32,,,
0,000042.SZ,20190816,20190816,20190630,1,1,0.304,0.304,2389802552.09,2389802552.09,,,,,,,,,,,,,,,,-133286022.37,-141130148.49,,2027804054.57,1105337609.64,,,343039922.44,144119670.59,208873155.58,227172122.8,-738426.48,,,,,,,,,,,232308493.27,5734002.19,2773803.92,,235268691.54,111798849.82,123469841.72,202102536.82,-78632695.1,2588792.56,126058634.28,204691329.38,-78632695.1,,,,,
1,000042.SZ,20190816,20190816,20190630,1,1,0.304,0.304,2389802552.09,2389802552.09,,,,,,,,,,,,,,,,-133286022.37,-141130148.49,,2027804054.57,1105337609.64,,,343039922.44,144119670.59,208873155.58,227172122.8,738426.48,,,,,,,,,,,232308493.27,5734002.19,2773803.92,,235268691.54,111798849.82,123469841.72,202102536.82,-78632695.1,2588792.56,126058634.28,204691329.38,-78632695.1,592621173.51,678787102.52,,,
0,000045.SZ,20190821,20190821,20190630,1,1,0.0153,0.0153,1008863295.5,1008863295.5,,,,,,,,,,,,,,,,-206057.55,-1114057.55,,1032124078.34,940587510.73,,,3897496.78,7369804.52,42901879.68,-730687.94,21259451.35,,,,,,,,,,,-195015.08,4247261.65,6092.62,,4046153.95,9773007.83,-5726853.88,7832287.98,-13559141.86,52056251.94,46329398.06,59888539.92,-13559141.86,,,,,
1,000045.SZ,20190821,20190821,20190630,1,1,0.0153,0.0153,1008863295.5,1008863295.5,,,,,,,,,,,,,,,,-206057.55,-1114057.55,,1032124078.34,940587510.73,,,3897496.78,7369804.52,42901879.68,-730687.94,-21259451.35,,,,,,,,,,,-195015.08,4247261.65,6092.62,,4046153.95,9773007.83,-5726853.88,7832287.98,-13559141.86,52056251.94,46329398.06,59888539.92,-13559141.86,-15290096.7,41377633.64,,,
