,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,000008.SZ,20191022,20191022,20190930,1,1,,,1684469840.63,50184319.2,,,,,,,,,,,,295500315.25,2030154475.08,984556341.96,507994339.67,285636613.61,,,,,,443179313.12,2221366608.36,-191212133.28,,2017109172.6,12447403.92,787970.84,,2030344547.36,52320997.51,2545157061.38,,,,2597478058.89,-567133511.53,1122470000.0,,,1122470000.0,-449080714.8552,649690228.33,70106320.44,,226116771.31,945913320.08,176556679.92,-166942.62,-581955907.51,1009698572.45,427742664.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000009.SZ,20191026,20191026,20190930,1,1,,,8472433535.68,18756258.85,,,,,,,,38605833.84,,,,541435502.96,9071231131.33,4583980339.7,1053968468.2,813676299.94,173187854.31,,,6087694.13,,1049011989.64,7679912645.92,1391318485.41,254706.6,1466363003.07,7675658.2,1235344.8,,1475528712.67,760550209.54,1729940666.6,66459619.43,1878977.26,,2558829472.83,-1083300760.16,4895494050.0,,,4964369050.0,-46263690.3599,4205132776.93,709204614.71,181253880.33,88368971.91,5002706363.55,-38337313.55,-8605625.45,261074786.25,4559504160.57,4820578946.82,68875000.0,68875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000010.SZ,20191031,20191031,20190930,1,1,,,791967790.32,11222511.73,,,,,,,,,,,,219366533.57,1022556835.62,505848854.51,45585262.48,41863087.13,,,,,,524527049.25,1117824253.37,-95267417.75,120000000.0,,,,,120000000.0,729992.85,120000000.0,92110000.0,,,212839992.85,-92839992.85,264300000.0,,82300000.0,346600000.0,14063237.6982,110754793.33,16985104.83,,,127739898.16,218860101.84,,30752691.24,59339128.08,90091819.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000011.SZ,20191031,20191031,20190930,1,1,,,3314246618.83,,,,,,,,,,,,,67566886.74,3381813505.57,1905982605.7,293904283.08,561618318.73,,,,,,86038043.75,2847543251.26,534270254.31,,,,18465.0,,18465.0,36152392.84,,1555272.25,,,37707665.09,-37689200.09,,,,3220000.0,-2079943499.9274,,362438136.65,,,362438136.65,-359218136.65,214256.25,137577173.82,3375714690.09,3513291863.91,3220000.0,3220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000011.SZ,20191031,20191031,20190930,1,1,,,3314246618.83,,,,,,,,,,,,,67566886.74,3381813505.57,1905982605.7,293904283.08,561618318.73,,,,,,86038043.75,2847543251.26,534270254.31,,,,18465.0,,18465.0,36152392.84,,1555272.25,,,37707665.09,-37689200.09,,,,3220000.0,,,362438136.65,,,362438136.65,-359218136.65,214256.25,137577173.82,3375714690.09,3513291863.91,3220000.0,3220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000012.SZ,20191028,20191028,20190930,1,1,,,8428098411.0,18305669.0,,,,,,,,,,,,102269234.0,8548673314.0,5090478028.0,999968278.0,477640490.0,,,,,,472196718.0,7040283514.0,1508389800.0,36440563.0,,,514875.0,,36955438.0,459047736.0,,,53341928.0,,512389664.0,-475434226.0,2525743740.0,,500000000.0,3025743740.0,,2600659040.0,425509363.0,,1546884782.0,4573053185.0,-1547309445.0,1571638.0,-512782233.0,2225126913.0,1712344680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000012.SZ,20191028,20191028,20190930,1,1,,,8428098411.0,18305669.0,,,,,,,,,,,,102269234.0,8548673314.0,5090478028.0,999968278.0,477640490.0,,,,,,472196718.0,7040283514.0,1508389800.0,36440563.0,,,514875.0,,36955438.0,459047736.0,,,53341928.0,,512389664.0,-475434226.0,2525743740.0,,500000000.0,3025743740.0,-753393173.4271,2600659040.0,425509363.0,,1546884782.0,4573053185.0,-1547309445.0,1571638.0,-512782233.0,2225126913.0,1712344680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000014.SZ,20191026,20191026,20190930,1,1,,,266558996.19,,,,,,,,,,,,,67798630.89,334357627.08,158480948.1,28603932.71,42117509.15,,,,,,34314765.74,263517155.7,70840471.38,,,,1267.0,,1267.0,180870.13,,,,,180870.13,-179603.13,,,,,51874563.52,48750000.0,27163427.56,,,75913427.56,-75913427.56,12.33,-5252546.98,154229902.61,148977355.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000014.SZ,20191026,20191026,20190930,1,1,,,266558996.19,,,,,,,,,,,,,67798630.89,334357627.08,158480948.1,28603932.71,42117509.15,,,,,,34314765.74,263517155.7,70840471.38,,,,1267.0,,1267.0,180870.13,,,,,180870.13,-179603.13,,,,,,48750000.0,27163427.56,,,75913427.56,-75913427.56,12.33,-5252546.98,154229902.61,148977355.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000016.SZ,20191031,20191031,20190930,1,1,,,41460695427.76,596940645.18,,,,,,,,,,,,2810409063.92,44868045136.86,42633289918.22,1354791311.98,604891331.46,,,,,,2847652417.14,47440624978.8,-2572579841.94,1757416878.42,222405975.5,109794038.16,123083476.75,90801480.11,2303501848.94,1280750151.25,1236659360.0,,800033420.0,,3317442931.25,-1013941082.31,21816836119.64,,662446627.5,22795633015.31,-2325019359.5655,15301413298.24,674111965.45,33607322.95,534292325.64,16509817589.33,6285815425.98,7020688.15,2706315189.88,3434149481.72,6140464671.6,316350268.17,316350268.17,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000016.SZ,20191031,20191031,20190930,1,1,,,41460695427.76,596940645.18,,,,,,,,,,,,2810409063.92,44868045136.86,42633289918.22,1354791311.98,604891331.46,,,,,,2847652417.14,47440624978.8,-2572579841.94,1757416878.42,222405975.5,109794038.16,123083476.75,90801480.11,2303501848.94,1280750151.25,1236659360.0,,800033420.0,,3317442931.25,-1013941082.31,21816836119.64,,662446627.5,22795633015.31,,15301413298.24,674111965.45,,534292325.64,16509817589.33,6285815425.98,7020688.15,2706315189.88,3434149481.72,6140464671.6,316350268.17,316350268.17,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000017.SZ,20191030,20191030,20190930,1,1,,,21832549.34,395675.25,,,,,,,,,,,,6635811.81,28864036.4,17969329.91,4520269.65,5591830.87,,,,,,8100278.65,36181709.08,-7317672.68,,,,,,,534494.04,,,,,534494.04,-534494.04,,,4033436.9,4033436.9,-10377505.63,,,,4000000.0,4000000.0,33436.9,,-7818729.82,16488886.26,8670156.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000017.SZ,20191030,20191030,20190930,1,1,,,21832549.34,395675.25,,,,,,,,,,,,6635811.81,28864036.4,17969329.91,4520269.65,5591830.87,,,,,,8100278.65,36181709.08,-7317672.68,,,,,,,534494.04,,,,,534494.04,-534494.04,,,4033436.9,4033436.9,,,,,4000000.0,4000000.0,33436.9,,-7818729.82,16488886.26,8670156.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000019.SZ,20191029,20191029,20190930,1,1,,,7454641871.14,937619.36,,,,,,,,,,,,215136416.2,7670715906.7,7054870867.63,160186396.8,50564598.6,,,,,,344161892.97,7609783756.0,60932150.7,,406000000.0,4850751.55,5968783.12,,416819534.67,450817607.46,426000000.0,,,,876817607.46,-459998072.79,380609157.82,,,397759157.82,-410515898.796,110231568.87,154608360.59,574050.0,72997.72,264912927.18,132846230.64,52816.21,-266166875.24,631638339.68,365471464.44,17150000.0,17150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000019.SZ,20191029,20191029,20190930,1,1,,,7454641871.14,937619.36,,,,,,,,,,,,215136416.2,7670715906.7,7054870867.63,160186396.8,50564598.6,,,,,,344161892.97,7609783756.0,60932150.7,,406000000.0,4850751.55,5968783.12,,416819534.67,450817607.46,426000000.0,,,,876817607.46,-459998072.79,380609157.82,,,397759157.82,,110231568.87,154608360.59,,72997.72,264912927.18,132846230.64,52816.21,-266166875.24,631638339.68,365471464.44,17150000.0,17150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000020.SZ,20191029,20191029,20190930,1,1,,,414860034.76,,,,,,,,,,,,,14532454.74,429392489.5,269022454.37,48855955.01,7705078.65,,,,,,50006770.55,375590258.58,53802230.92,50000000.0,,100725.72,321800.0,,50422525.72,7773184.27,,,50000000.0,,57773184.27,-7350658.55,184128246.4,,,184128246.4,33728468.5045,224996378.63,8351111.69,,,233347490.32,-49219243.92,276036.36,-2491635.19,27961209.6,25469574.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000020.SZ,20191029,20191029,20190930,1,1,,,414860034.76,,,,,,,,,,,,,14532454.74,429392489.5,269022454.37,48855955.01,7705078.65,,,,,,50006770.55,375590258.58,53802230.92,50000000.0,,100725.72,321800.0,,50422525.72,7773184.27,,,50000000.0,,57773184.27,-7350658.55,184128246.4,,,184128246.4,,224996378.63,8351111.69,,,233347490.32,-49219243.92,276036.36,-2491635.19,27961209.6,25469574.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000021.SZ,20191031,20191031,20190930,1,1,,,9676553472.21,76696388.88,,,,,,,,,,,,122909221.77,9876159082.86,9011345011.17,1515767542.34,211105074.96,,,,,,163197901.99,10901415530.46,-1025256447.6,,,17052749.53,7264306.91,,24317056.44,566827353.2,530000.0,,,,567357353.2,-543040296.76,11900224410.78,,3084221469.77,14987935400.55,,11489350565.44,296826660.29,,2179373808.75,13965551034.48,1022384366.07,52787083.59,-493125294.7,1808672598.39,1315547303.69,3489520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000021.SZ,20191031,20191031,20190930,1,1,,,9676553472.21,76696388.88,,,,,,,,,,,,122909221.77,9876159082.86,9011345011.17,1515767542.34,211105074.96,,,,,,163197901.99,10901415530.46,-1025256447.6,,,17052749.53,7264306.91,,24317056.44,566827353.2,530000.0,,,,567357353.2,-543040296.76,11900224410.78,,3084221469.77,14987935400.55,-2178060387.2956,11489350565.44,296826660.29,10237517.69,2179373808.75,13965551034.48,1022384366.07,52787083.59,-493125294.7,1808672598.39,1315547303.69,3489520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000023.SZ,20191029,20191029,20190930,1,1,,,996176878.08,,,,,,,,,,,,,24164638.35,1020341516.43,705469530.1,83692696.32,92225418.76,,,,,,75314596.01,956702241.19,63639275.24,,189000000.0,1502589.69,684868.91,10239832.57,201427291.17,47685984.69,189000000.0,,,,236685984.69,-35258693.52,365452481.33,,,365452481.33,,299950041.89,24103089.74,,44295429.59,368348561.22,-2896079.89,,25484501.83,337432937.31,362917439.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000023.SZ,20191029,20191029,20190930,1,1,,,996176878.08,,,,,,,,,,,,,24164638.35,1020341516.43,705469530.1,83692696.32,92225418.76,,,,,,75314596.01,956702241.19,63639275.24,,189000000.0,1502589.69,684868.91,10239832.57,201427291.17,47685984.69,189000000.0,,,,236685984.69,-35258693.52,365452481.33,,,365452481.33,-21595199.8706,299950041.89,24103089.74,,44295429.59,368348561.22,-2896079.89,,25484501.83,337432937.31,362917439.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000025.SZ,20191031,20191031,20190930,1,1,,,431307307.07,,,,,,,,,,,,,35433801.62,466741108.69,316903853.04,41099923.77,15344440.44,,,,,,35424465.54,408772682.79,57968425.9,148187000.0,1342157575.52,49812733.56,302900.0,,1540460209.08,95210796.24,1374620000.0,,,,1469830796.24,70629412.84,158020000.0,,,178020000.0,,253614887.55,6031611.05,,,259646498.6,-81626498.6,9.84,46971349.98,142848120.69,189819470.67,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000025.SZ,20191031,20191031,20190930,1,1,,,431307307.07,,,,,,,,,,,,,35433801.62,466741108.69,316903853.04,41099923.77,15344440.44,,,,,,35424465.54,408772682.79,57968425.9,148187000.0,1342157575.52,49812733.56,302900.0,,1540460209.08,95210796.24,1374620000.0,,,,1469830796.24,70629412.84,158020000.0,,,178020000.0,-487980.2024,253614887.55,6031611.05,,,259646498.6,-81626498.6,9.84,46971349.98,142848120.69,189819470.67,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000026.SZ,20191018,20191018,20190930,1,1,,,2957222327.75,5027853.96,,,,,,,,,,,,62653660.31,3024903842.02,1726446571.91,448253502.51,187144694.13,,,,,,358331158.96,2720175927.51,304727914.51,,,,203980.63,,203980.63,120991258.41,,,,,120991258.41,-120787277.78,597562376.07,,,616147976.07,29850622.2407,548724597.97,105454043.34,,39785028.98,693963670.29,-77815694.22,335308.39,106460250.9,162623059.97,269083310.87,18585600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000027.SZ,20191031,20191031,20190930,1,1,,,15336004566.73,49363191.7,,,,,,,,,,,,1083588250.51,16468956008.94,8211538661.34,1067456031.23,2491958358.21,,,,,,967053950.6,12738007001.38,3730949007.56,119124434.97,500000000.0,294660980.56,3472799.91,,917258215.44,6248573067.22,261813614.99,10512401.15,32804996.16,,6553704079.52,-5636445864.08,3614056960.65,16753228144.0,39762561.46,20538207986.18,,16012291643.19,1954296278.82,,129866612.81,18096454534.82,2441753451.36,-12675724.45,523580870.39,8165177380.38,8688758250.77,131160320.07,131160320.07,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000027.SZ,20191031,20191031,20190930,1,1,,,15336004566.73,49363191.7,,,,,,,,,,,,1083588250.51,16468956008.94,8211538661.34,1067456031.23,2491958358.21,,,,,,967053950.6,12738007001.38,3730949007.56,119124434.97,500000000.0,294660980.56,3472799.91,,917258215.44,6248573067.22,261813614.99,10512401.15,32804996.16,,6553704079.52,-5636445864.08,3614056960.65,16753228144.0,39762561.46,20538207986.18,-5472282230.1091,16012291643.19,1954296278.82,162382000.0,129866612.81,18096454534.82,2441753451.36,-12675724.45,523580870.39,8165177380.38,8688758250.77,131160320.07,131160320.07,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000028.SZ,20191024,20191024,20190930,1,1,,,39464106244.18,3508074.72,,,,,,,,,,,,497412494.23,39965026813.13,35594093946.44,1592033194.68,941789797.45,,,,,,764147713.34,38892064651.91,1072962161.22,4514498.9,,78242963.78,4967658.92,,87725121.6,162770914.81,84539317.61,5328000.0,1603306.28,,254241538.7,-166516417.1,16700000.0,,1967629.61,63215629.61,224741699.4696,73307142.79,450504620.79,28493123.11,604680365.03,1128492128.61,-1065276499.0,-175994.42,-159006749.3,7632117020.77,7473110271.47,44548000.0,44548000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000029.SZ,20191030,20191030,20190930,1,1,,,2212532294.2,39473.0,,,,,,,,,,,,62546726.84,2275118494.04,503898254.63,106766698.72,522837883.22,,,,,,99699978.18,1233202814.75,1041915679.29,,900000000.0,11365734.25,118900.0,,911484634.25,138768.93,,,1300000000.0,,1300138768.93,-388654134.68,,,,0.0,,2000000.0,202332000.0,,,204332000.0,-204332000.0,-459655.67,448469888.94,1148522435.93,1596992324.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000029.SZ,20191030,20191030,20190930,1,1,,,2212532294.2,39473.0,,,,,,,,,,,,62546726.84,2275118494.04,503898254.63,106766698.72,522837883.22,,,,,,99699978.18,1233202814.75,1041915679.29,,900000000.0,11365734.25,118900.0,,911484634.25,138768.93,,,1300000000.0,,1300138768.93,-388654134.68,,,,0.0,-402717063.0135,2000000.0,202332000.0,,,204332000.0,-204332000.0,-459655.67,448469888.94,1148522435.93,1596992324.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000030.SZ,20191030,20191030,20190930,1,1,,,4846065111.43,10311470.54,,,,,,,,,,,,97789575.85,4954166157.82,3667612437.32,773938079.65,247146121.18,,,,,,287314475.5,4976011113.65,-21844955.83,29544305.46,,422477273.45,102471387.5,,554492966.41,439736093.01,134615000.0,,,,574351093.01,-19858126.6,212942761.88,,100000000.0,374817761.88,-547741297.2982,173474286.26,279756302.85,8846202.58,369255773.78,822486362.89,-447668601.01,-1711879.66,-491083563.1,1589840102.03,1098756538.93,61875000.0,61875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000030.SZ,20191030,20191030,20190930,1,1,,,4846065111.43,10311470.54,,,,,,,,,,,,97789575.85,4954166157.82,3667612437.32,773938079.65,247146121.18,,,,,,287314475.5,4976011113.65,-21844955.83,29544305.46,,422477273.45,102471387.5,,554492966.41,439736093.01,134615000.0,,,,574351093.01,-19858126.6,212942761.88,,100000000.0,374817761.88,,173474286.26,279756302.85,,369255773.78,822486362.89,-447668601.01,-1711879.66,-491083563.1,1589840102.03,1098756538.93,61875000.0,61875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000031.SZ,20191031,20191031,20190930,1,1,,,26872819817.55,5017689.16,,,,,,,,,,,,21607094261.85,48484931768.56,12516783216.42,1346048690.64,5632468501.21,,,,,,26307115772.33,45802416180.6,2682515587.96,12601553632.43,18881289.24,281845983.61,2177826.77,33403196.36,12937861928.41,1216150745.52,1242680748.46,969368648.15,12959313976.6,,16387514118.73,-3449652190.32,21571104755.26,,1702030682.84,23950210128.9,-7120344609.2705,14744460986.62,3655275668.22,491001122.7,2762755554.05,21162492208.89,2787717920.01,39872651.13,2060453968.78,19036381672.48,21096835641.26,677074690.8,677074690.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000031.SZ,20191031,20191031,20190930,1,1,,,26872819817.55,5017689.16,,,,,,,,,,,,21607094261.85,48484931768.56,12516783216.42,1346048690.64,5632468501.21,,,,,,26307115772.33,45802416180.6,2682515587.96,12601553632.43,18881289.24,281845983.61,2177826.77,33403196.36,12937861928.41,1216150745.52,1242680748.46,969368648.15,12959313976.6,,16387514118.73,-3449652190.32,21571104755.26,,1702030682.84,23950210128.9,,14744460986.62,3655275668.22,,2762755554.05,21162492208.89,2787717920.01,39872651.13,2060453968.78,19036381672.48,21096835641.26,677074690.8,677074690.8,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000032.SZ,20191026,20191026,20190930,1,1,,,954476939.03,58511736.54,,,,,,,,,,,,67222390.15,1080211065.72,775594950.22,97238936.4,62617805.64,,,,,,70441007.21,1005892699.47,74318366.25,201000000.0,180000000.0,2826224.31,13333.27,8135.63,383847693.21,3633655.15,200000000.0,53791900.0,298556005.5,,555981560.65,-172133867.44,14700000.0,,,14700000.0,-67054948.3584,2000000.0,34235335.71,,,36235335.71,-21535335.71,2535956.96,-116814879.94,404720921.51,287906041.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000032.SZ,20191026,20191026,20190930,1,1,,,954476939.03,58511736.54,,,,,,,,,,,,67222390.15,1080211065.72,775594950.22,97238936.4,62617805.64,,,,,,70441007.21,1005892699.47,74318366.25,201000000.0,180000000.0,2826224.31,13333.27,8135.63,383847693.21,3633655.15,200000000.0,53791900.0,298556005.5,,555981560.65,-172133867.44,14700000.0,,,14700000.0,,2000000.0,34235335.71,,,36235335.71,-21535335.71,2535956.96,-116814879.94,404720921.51,287906041.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
