,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,000008.SZ,20191022,20191022,20190930,1,1,0.0543,0.0543,1560005014.9,1560005014.9,,,,,,,,,,,,,,,-2215378.7,5225715.97,-8461173.52,,1438857265.48,728450998.96,,,16672386.58,180193459.81,279700457.86,67931197.69,,,,,,,,,,,,195984701.67,6873533.28,1124971.75,,201733263.2,44037874.9,157695388.3,148428830.38,9266557.92,,157695388.3,148428830.38,9266557.92,,,,,
1,000008.SZ,20191022,20191022,20190930,1,1,0.0543,0.0543,1560005014.9,1560005014.9,,,,,,,,,,,,,,,-2215378.7,5225715.97,-8461173.52,,1438857265.48,728450998.96,,,16672386.58,180193459.81,279700457.86,67931197.69,,,,,,,,,,,,195984701.67,6873533.28,1124971.75,,201733263.2,44037874.9,157695388.3,148428830.38,9266557.92,,157695388.3,148428830.38,9266557.92,275138514.47,,,,
0,000009.SZ,20191026,20191026,20190930,1,1,0.0778,0.0778,8792808203.99,8755575592.59,37232611.4,,,,,,,,,,,,,,100394165.86,-85845644.92,-6328391.82,,8030618916.8,5605026046.65,,7323368.75,307553230.16,862527911.28,546623454.69,346166919.12,-33903931.95,,,,,,,,,,,868066037.9,30369033.53,19679170.8,,878755900.63,304394587.75,574361312.88,200688169.57,373673143.31,-98694728.91,475666583.97,150389308.41,325277275.56,,,,,
1,000009.SZ,20191026,20191026,20190930,1,1,0.0778,0.0778,8792808203.99,8755575592.59,37232611.4,,,,,,,,,,,,,,100394165.86,-85845644.92,-6328391.82,,8030618916.8,5605026046.65,,7323368.75,307553230.16,862527911.28,546623454.69,346166919.12,-33903931.95,,,,,,,,,,,868066037.9,30369033.53,19679170.8,,878755900.63,304394587.75,574361312.88,200688169.57,373673143.31,-98694728.91,475666583.97,150389308.41,325277275.56,1283451462.53,,,,
0,000010.SZ,20191031,20191031,20190930,1,1,0.0533,0.0533,1083492664.74,1083492664.74,,,,,,,,,,,,,,,,28225649.23,,,960391829.65,819099578.68,,,1643492.21,4460644.23,66230448.11,64012434.36,-1506385.1,,,,,,,,,,,164998481.25,376737.27,1779456.01,,163595762.51,52466437.51,111129325.0,43662970.67,67466354.33,,111129325.0,43662970.67,67466354.33,,,,,
1,000010.SZ,20191031,20191031,20190930,1,1,0.0533,0.0533,1083492664.74,1083492664.74,,,,,,,,,,,,,,,,28225649.23,,,960391829.65,819099578.68,,,1643492.21,4460644.23,66230448.11,64012434.36,-1506385.1,,,,,,,,,,,164998481.25,376737.27,1779456.01,,163595762.51,52466437.51,111129325.0,43662970.67,67466354.33,,111129325.0,43662970.67,67466354.33,202003197.57,,,,
0,000011.SZ,20191031,20191031,20190930,1,1,0.1729,0.1729,1001952666.88,1001952666.88,,,,,,,,,,,,,,,,2207762.84,2207762.84,,898779585.98,532182778.63,,,134703867.42,43482379.03,85821358.91,99933139.03,-2656062.96,,,,,,,,,,,106326497.0,2443584.43,1806397.12,,106963684.31,60811172.26,46152512.05,103059587.95,-56907075.9,-1157059.94,44995452.11,101902528.01,-56907075.9,,,,,
1,000011.SZ,20191031,20191031,20190930,1,1,0.1729,0.1729,1001952666.88,1001952666.88,,,,,,,,,,,,,,,,2207762.84,2207762.84,,898779585.98,532182778.63,,,134703867.42,43482379.03,85821358.91,99933139.03,-2656062.96,,,,,,,,,,,106326497.0,2443584.43,1806397.12,,106963684.31,60811172.26,46152512.05,103059587.95,-56907075.9,-1157059.94,44995452.11,101902528.01,-56907075.9,206707936.15,,,,
0,000012.SZ,20191028,20191028,20190930,1,1,0.18,0.17,7661655487.0,7661655487.0,,,,,,,,,,,,,,,,,,,7130163940.0,5701371220.0,,,86349138.0,266060362.0,442246625.0,231538512.0,-135326316.0,,,,,,,,,,,675054882.0,6456825.0,7455430.0,,674056277.0,111988863.0,562067414.0,544313118.0,17754296.0,1979455.0,564046869.0,546292573.0,17754296.0,,,,,
1,000012.SZ,20191028,20191028,20190930,1,1,0.18,0.17,7661655487.0,7661655487.0,,,,,,,,,,,,,,,,,,,7130163940.0,5701371220.0,,,86349138.0,266060362.0,442246625.0,231538512.0,-135326316.0,,,,,,,,,,,675054882.0,6456825.0,7455430.0,,674056277.0,111988863.0,562067414.0,544313118.0,17754296.0,1979455.0,564046869.0,546292573.0,17754296.0,1045343145.0,,,,
0,000014.SZ,20191026,20191026,20190930,1,1,-0.0557,-0.0557,90766160.6,90766160.6,,,,,,,,,,,,,,,,,,,114948066.53,65578596.59,,,2670841.33,4010061.69,41254239.32,1831419.77,,,,,,,,,,,,-24181905.93,9243206.38,309918.52,,-15248618.07,-3692811.48,-11555806.59,-11226668.5,-329138.09,,-11555806.59,-11226668.5,-329138.09,,,,,
1,000014.SZ,20191026,20191026,20190930,1,1,-0.0557,-0.0557,90766160.6,90766160.6,,,,,,,,,,,,,,,,,,,114948066.53,65578596.59,,,2670841.33,4010061.69,41254239.32,1831419.77,,,,,,,,,,,,-24181905.93,9243206.38,309918.52,,-15248618.07,-3692811.48,-11555806.59,-11226668.5,-329138.09,,-11555806.59,-11226668.5,-329138.09,-22747578.33,,,,
0,000016.SZ,20191031,20191031,20190930,1,1,0.1871,0.1871,41681249260.63,41681249260.63,,,,,,,,,,,,,,,-3005381.67,795857862.21,-8562359.2,,42822564218.76,39601480656.43,,,56271805.11,1605394922.82,562506207.37,579205350.11,-9456436.22,,,,,,,,,,,587416939.18,63494286.07,5278988.9,,645632236.35,14595671.18,631036565.17,450492688.36,180543876.81,-3865740.99,627170824.18,444292489.82,182878334.36,,,,,
1,000016.SZ,20191031,20191031,20190930,1,1,0.1871,0.1871,41681249260.63,41681249260.63,,,,,,,,,,,,,,,-3005381.67,795857862.21,-8562359.2,,42822564218.76,39601480656.43,,,56271805.11,1605394922.82,562506207.37,579205350.11,-9456436.22,,,,,,,,,,,587416939.18,63494286.07,5278988.9,,645632236.35,14595671.18,631036565.17,450492688.36,180543876.81,-3865740.99,627170824.18,444292489.82,182878334.36,178666988.05,,,,
0,000017.SZ,20191030,20191030,20190930,1,1,0.0004,0.0004,62848917.83,62848917.83,,,,,,,,,,,,,,,,,,,63038033.89,57446763.42,,,52793.14,2377317.42,3263168.76,-78872.38,40616.29,,,,,,,,,,,-189116.06,148627.0,50.0,,-40539.06,86.88,-40625.94,241203.59,-281829.53,,-40625.94,241203.59,-281829.53,,,,,
1,000017.SZ,20191030,20191030,20190930,1,1,0.0004,0.0004,62848917.83,62848917.83,,,,,,,,,,,,,,,,,,,63038033.89,57446763.42,,,52793.14,2377317.42,3263168.76,-78872.38,40616.29,,,,,,,,,,,-189116.06,148627.0,50.0,,-40539.06,86.88,-40625.94,241203.59,-281829.53,,-40625.94,241203.59,-281829.53,-291124.91,,,,
0,000019.SZ,20191029,20191029,20190930,1,1,0.2858,0.2858,7480859136.09,7480859136.09,,,,,,,,,,,,,,,105784.51,10697108.68,5373384.89,,7128913124.79,6689489346.5,,,9890166.91,166248805.58,141789055.11,10562233.05,-110505030.11,,,,,,,,,,,370023309.84,739356.2,4195451.28,,366567214.76,20368042.1,346199172.66,329387624.21,16811548.45,,346199172.66,329387624.21,16811548.45,,,,,
1,000019.SZ,20191029,20191029,20190930,1,1,0.2858,0.2858,7480859136.09,7480859136.09,,,,,,,,,,,,,,,105784.51,10697108.68,5373384.89,,7128913124.79,6689489346.5,,,9890166.91,166248805.58,141789055.11,10562233.05,-110505030.11,,,,,,,,,,,370023309.84,739356.2,4195451.28,,366567214.76,20368042.1,346199172.66,329387624.21,16811548.45,,346199172.66,329387624.21,16811548.45,474245633.99,,,,
0,000020.SZ,20191029,20191029,20190930,1,1,0.0119,0.0119,549012674.89,549012674.89,,,,,,,,,,,,,,,,100734.31,,,546650956.17,487096790.74,,,2245537.72,14557759.76,30906279.24,6852728.93,553901.68,,,,,,,,,,,3188034.15,1022432.24,145387.86,,4065078.53,688384.81,3376693.72,3376693.72,,,3376693.72,3376693.72,,,,,,
1,000020.SZ,20191029,20191029,20190930,1,1,0.0119,0.0119,549012674.89,549012674.89,,,,,,,,,,,,,,,,100734.31,,,546650956.17,487096790.74,,,2245537.72,14557759.76,30906279.24,6852728.93,553901.68,,,,,,,,,,,3188034.15,1022432.24,145387.86,,4065078.53,688384.81,3376693.72,3376693.72,,,3376693.72,3376693.72,,9259778.47,,,,
0,000021.SZ,20191031,20191031,20190930,1,1,0.1852,0.1852,10086099432.8,10086099432.8,,,,,,,,,,,,,,,-103666030.08,38454022.49,17421072.92,,9656014771.34,9213077766.62,,,35487928.99,48761478.18,309319910.01,-190005622.77,618085.24,,,,,,,,,,,418706240.27,1472611.5,512382.03,,419666469.74,78738625.69,340927844.05,272421502.19,68506341.86,50370471.97,391298316.02,322791974.16,68506341.86,,,,,
1,000021.SZ,20191031,20191031,20190930,1,1,0.1852,0.1852,10086099432.8,10086099432.8,,,,,,,,,,,,,,,-103666030.08,38454022.49,17421072.92,,9656014771.34,9213077766.62,,,35487928.99,48761478.18,309319910.01,-190005622.77,618085.24,,,,,,,,,,,418706240.27,1472611.5,512382.03,,419666469.74,78738625.69,340927844.05,272421502.19,68506341.86,50370471.97,391298316.02,322791974.16,68506341.86,289306403.42,,,,
0,000023.SZ,20191029,20191029,20190930,1,1,0.391,0.391,1267614972.47,1267614972.47,,,,,,,,,,,,,,,,6349025.73,,,1172318244.09,1079494561.46,,,11703512.69,8061986.16,42759891.29,18778677.95,,,,,,,,,,,,104720737.41,5061716.92,835632.12,,108946822.21,29575124.55,79371697.66,54191935.87,25179761.79,,79371697.66,54191935.87,25179761.79,,,,,
1,000023.SZ,20191029,20191029,20190930,1,1,0.391,0.391,1267614972.47,1267614972.47,,,,,,,,,,,,,,,,6349025.73,,,1172318244.09,1079494561.46,,,11703512.69,8061986.16,42759891.29,18778677.95,,,,,,,,,,,,104720737.41,5061716.92,835632.12,,108946822.21,29575124.55,79371697.66,54191935.87,25179761.79,,79371697.66,54191935.87,25179761.79,127111850.43,,,,
0,000025.SZ,20191031,20191031,20190930,1,1,0.1486,0.1486,425637522.85,425637522.85,,,,,,,,,,,,,,,,22566849.89,15037716.95,,372380033.4,323317036.0,,,4319838.32,14256308.73,26035385.25,4716086.24,-11907.69,,,,,,,,,,,76346569.2,88241.69,834987.39,,75599823.5,10188689.49,65411134.01,64041189.83,1369944.18,,65411134.01,64041189.83,1369944.18,,,,,
1,000025.SZ,20191031,20191031,20190930,1,1,0.1486,0.1486,425637522.85,425637522.85,,,,,,,,,,,,,,,,22566849.89,15037716.95,,372380033.4,323317036.0,,,4319838.32,14256308.73,26035385.25,4716086.24,-11907.69,,,,,,,,,,,76346569.2,88241.69,834987.39,,75599823.5,10188689.49,65411134.01,64041189.83,1369944.18,,65411134.01,64041189.83,1369944.18,57987077.69,,,,
0,000026.SZ,20191018,20191018,20190930,1,1,0.4039,0.4039,2739702682.47,2739702682.47,,,,,,,,,,,,,,,,1531310.06,1531310.06,,2517177756.27,1616447987.67,,,22031072.6,639567212.97,174518933.95,24367886.31,2216497.57,,,,,,,,,,,236539923.28,489141.18,683776.26,,236345288.2,57614522.82,178730765.38,178730765.38,,4087510.57,182818275.95,182818104.85,171.1,,,,,
1,000026.SZ,20191018,20191018,20190930,1,1,0.4039,0.4039,2739702682.47,2739702682.47,,,,,,,,,,,,,,,,1531310.06,1531310.06,,2517177756.27,1616447987.67,,,22031072.6,639567212.97,174518933.95,24367886.31,2216497.57,,,,,,,,,,,236539923.28,489141.18,683776.26,,236345288.2,57614522.82,178730765.38,178730765.38,,4087510.57,182818275.95,182818104.85,171.1,266346230.67,,,,
0,000027.SZ,20191031,20191031,20190930,1,1,0.432,0.432,15780052521.22,15780052521.22,,,,,,,,,,,,,,,83080560.57,124010399.94,-42786286.83,,13794844494.02,10387058423.1,,,960975874.44,173961330.3,687603612.03,1511750957.03,,,,,,,,,,,,2238737024.14,102776198.59,23260814.63,,2318252408.1,377800147.32,1940452260.78,1712824833.45,227627427.33,-989608.38,1939462652.4,1711856998.14,227605654.26,,,,,
1,000027.SZ,20191031,20191031,20190930,1,1,0.432,0.432,15780052521.22,15780052521.22,,,,,,,,,,,,,,,83080560.57,124010399.94,-42786286.83,,13794844494.02,10387058423.1,,,960975874.44,173961330.3,687603612.03,1511750957.03,,,,,,,,,,,,2238737024.14,102776198.59,23260814.63,,2318252408.1,377800147.32,1940452260.78,1712824833.45,227627427.33,-989608.38,1939462652.4,1711856998.14,227605654.26,3538976009.56,,,,
0,000028.SZ,20191024,20191024,20190930,1,1,2.247,2.247,38875940809.07,38875940809.07,,,,,,,,,,,,,,,,255212226.48,255162226.48,,37763096515.87,34669028279.63,,,98652400.93,2246564429.04,585528096.51,147845855.83,-831434.15,,,,,,,,,,,1395748376.09,6869502.41,2357054.62,,1400260823.88,272875954.4,1127384869.48,962144066.92,165240802.56,,1127384869.48,962144066.92,165240802.56,,,,,
1,000028.SZ,20191024,20191024,20190930,1,1,2.247,2.247,38875940809.07,38875940809.07,,,,,,,,,,,,,,,,255212226.48,255162226.48,,37763096515.87,34669028279.63,,,98652400.93,2246564429.04,585528096.51,147845855.83,-831434.15,,,,,,,,,,,1395748376.09,6869502.41,2357054.62,,1400260823.88,272875954.4,1127384869.48,962144066.92,165240802.56,,1127384869.48,962144066.92,165240802.56,1303275275.1,,,,
0,000029.SZ,20191030,20191030,20190930,1,1,0.4345,0.4345,1903499558.55,1903499558.55,,,,,,,,,,,,,,,,13914978.88,,-351902.84,1328285886.9,663054001.03,,,582491558.12,49974829.49,43148643.34,-10383145.08,,,,,,,,,,,,588768638.64,1178801.3,111056.49,,589836383.45,150296868.5,439539514.95,439517499.4,22015.55,-2384296.08,437155218.87,437848492.14,-693273.27,,,,,
1,000029.SZ,20191030,20191030,20190930,1,1,0.4345,0.4345,1903499558.55,1903499558.55,,,,,,,,,,,,,,,,13914978.88,,-351902.84,1328285886.9,663054001.03,,,582491558.12,49974829.49,43148643.34,-10383145.08,,,,,,,,,,,,588768638.64,1178801.3,111056.49,,589836383.45,150296868.5,439539514.95,439517499.4,22015.55,-2384296.08,437155218.87,437848492.14,-693273.27,564830526.57,,,,
0,000030.SZ,20191030,20191030,20190930,1,1,0.3409,0.3409,6855091759.01,6855091759.01,,,,,,,,,,,,,,,,418681630.07,418681630.07,,6674990710.83,5897096684.72,,,45694658.42,204630266.38,382263614.74,-9575683.54,981430.67,,,,,,,,,,,639372882.6,9730789.27,2761783.7,,646341888.17,37240605.48,609101282.69,617131640.72,-8030358.03,3150881.84,612252164.53,620282522.56,-8030358.03,,,,,
1,000030.SZ,20191030,20191030,20190930,1,1,0.3409,0.3409,6855091759.01,6855091759.01,,,,,,,,,,,,,,,,418681630.07,418681630.07,,6674990710.83,5897096684.72,,,45694658.42,204630266.38,382263614.74,-9575683.54,981430.67,,,,,,,,,,,639372882.6,9730789.27,2761783.7,,646341888.17,37240605.48,609101282.69,617131640.72,-8030358.03,3150881.84,612252164.53,620282522.56,-8030358.03,213775275.45,,,,
0,000031.SZ,20191031,20191031,20190930,1,1,0.62,0.62,22332456405.75,22332456405.75,,,,,,,,,,,,,,,-8310000.0,747281197.61,-526274824.55,,17452495382.66,11522047811.44,,,2817584788.87,719322316.55,976214111.75,1366160103.19,-82973909.0,,,,,,,,,,,5634206772.92,46940055.04,39233525.33,,5641913302.63,1893388416.98,3748524885.65,2435375894.26,1313148991.39,-158882682.11,3589642203.54,2332017420.32,1257624783.22,6311804882.89,,,,
0,000032.SZ,20191026,20191026,20190930,1,1,0.2116,0.2116,1011557943.33,1011557943.33,,,,,,,,,,,,,,,38772.46,-2245461.46,-555683.47,,902008472.83,786502743.32,,,7277933.82,24931978.33,70216545.8,-12314815.51,-2674692.23,,,,,,,,,,,117680378.9,4906685.41,113282.41,,122473781.9,32888200.86,89585581.04,87430988.07,2154592.97,-286648.44,89298932.6,87144339.63,2154592.97,,,,,
1,000032.SZ,20191026,20191026,20190930,1,1,0.2116,0.2116,1011557943.33,1011557943.33,,,,,,,,,,,,,,,38772.46,-2245461.46,-555683.47,,902008472.83,786502743.32,,,7277933.82,24931978.33,70216545.8,-12314815.51,-2674692.23,,,,,,,,,,,117680378.9,4906685.41,113282.41,,122473781.9,32888200.86,89585581.04,87430988.07,2154592.97,-286648.44,89298932.6,87144339.63,2154592.97,120641128.23,,,,
0,000034.SZ,20191023,20191023,20190930,1,1,0.7845,0.7837,62975586846.48,62975586846.48,,,,,,,,,,,,,,,65246968.52,151395406.2,49847605.12,,62595348765.5,60501769448.49,,,54462653.72,1181143291.95,173973968.13,494300464.13,-33275410.35,,,,,,,,,,,641881766.92,10113639.55,2939153.67,,649056252.8,139086494.03,509969758.77,510178847.88,-209089.11,32574038.74,542543797.51,542752886.62,-209089.11,,,,,
1,000034.SZ,20191023,20191023,20190930,1,1,0.7845,0.7837,62975586846.48,62975586846.48,,,,,,,,,,,,,,,65246968.52,151395406.2,49847605.12,,62595348765.5,60501769448.49,,,54462653.72,1181143291.95,173973968.13,494300464.13,-33275410.35,,,,,,,,,,,641881766.92,10113639.55,2939153.67,,649056252.8,139086494.03,509969758.77,510178847.88,-209089.11,32574038.74,542543797.51,542752886.62,-209089.11,1028289424.68,,,,
0,000035.SZ,20191031,20191031,20190930,1,1,0.1685,0.1685,13067446755.15,13067446755.15,,,,,,,,,,,,,,,,57345769.19,57107739.07,,12420441514.55,11221283983.74,,,161193763.86,20406057.82,694691268.5,251507896.21,502468.66,,,,,,,,,,,776423415.67,27595926.6,73597493.73,,730421848.54,256503046.11,473918802.43,390673767.22,83245035.21,-45351278.1,428567524.33,312855086.65,115712437.68,,,,,
1,000035.SZ,20191031,20191031,20190930,1,1,0.1685,0.1685,13067446755.15,13067446755.15,,,,,,,,,,,,,,,,57345769.19,57107739.07,,12420441514.55,11221283983.74,,,161193763.86,20406057.82,694691268.5,251507896.21,502468.66,,,,,,,,,,,776423415.67,27595926.6,73597493.73,,730421848.54,256503046.11,473918802.43,390673767.22,83245035.21,-45351278.1,428567524.33,312855086.65,115712437.68,980159434.0,,,,
0,000036.SZ,20191031,20191031,20190930,1,1,0.4101,0.4101,2253083919.12,2253083919.12,,,,,,,,,,,,,,,,8840740.32,-10958117.58,,1373327964.54,559303621.89,,,660182759.69,95604910.27,56263952.83,1752509.8,-220210.06,,,,,,,,,,,888596694.9,10247894.53,254005.86,,898590583.57,234992155.81,663598427.76,608520141.91,55078285.85,,663598427.76,608520141.91,55078285.85,,,,,
1,000036.SZ,20191031,20191031,20190930,1,1,0.4101,0.4101,2253083919.12,2253083919.12,,,,,,,,,,,,,,,,8840740.32,-10958117.58,,1373327964.54,559303621.89,,,660182759.69,95604910.27,56263952.83,1752509.8,-220210.06,,,,,,,,,,,888596694.9,10247894.53,254005.86,,898590583.57,234992155.81,663598427.76,608520141.91,55078285.85,,663598427.76,608520141.91,55078285.85,881728674.44,,,,
0,000037.SZ,20191025,20191025,20190930,1,1,0.01,0.01,817090021.44,817090021.44,,,,,,,,,,,,,,,,-733364.25,,,818761404.4,721313081.63,,,4602545.12,4494377.1,71377334.82,16974065.73,,,,,,,,,,,,4769153.7,145392.45,46124.97,,4868421.18,1690180.51,3178240.67,8523482.28,-5345241.61,,3178240.67,8523482.28,-5345241.61,,,,,
1,000037.SZ,20191025,20191025,20190930,1,1,0.01,0.01,817090021.44,817090021.44,,,,,,,,,,,,,,,,-733364.25,,,818761404.4,721313081.63,,,4602545.12,4494377.1,71377334.82,16974065.73,,,,,,,,,,,,4769153.7,145392.45,46124.97,,4868421.18,1690180.51,3178240.67,8523482.28,-5345241.61,,3178240.67,8523482.28,-5345241.61,22878580.8,,,,
0,000038.SZ,20191031,20191031,20190930,1,1,0.0032,0.0032,1473597425.7,1473597425.7,,,,,,,,,,,,,,,,985316.59,,,1457709127.73,1376812141.49,,,4614488.53,16958027.15,45966236.13,-20570991.47,,,,,,,,,,,,18369998.07,104458.6,1085116.58,,17389340.09,15712639.1,1676700.99,1649376.8,27324.19,,1676700.99,1649376.8,27324.19,,,,,
1,000038.SZ,20191031,20191031,20190930,1,1,0.0032,0.0032,1473597425.7,1473597425.7,,,,,,,,,,,,,,,,985316.59,,,1457709127.73,1376812141.49,,,4614488.53,16958027.15,45966236.13,-20570991.47,,,,,,,,,,,,18369998.07,104458.6,1085116.58,,17389340.09,15712639.1,1676700.99,1649376.8,27324.19,,1676700.99,1649376.8,27324.19,29386800.81,,,,
0,000039.SZ,20191029,20191029,20190930,1,1,,,61660271000.0,61660271000.0,,,,,,,,,,,,,,,-350168000.0,96186000.0,36585000.0,,60199095000.0,53216581000.0,,,442585000.0,1481906000.0,3265113000.0,843408000.0,8027000.0,,,,,,,,,,,1727814000.0,349712000.0,69741000.0,,2007785000.0,786143000.0,1221642000.0,636327000.0,585315000.0,622075000.0,1843717000.0,1074991000.0,768726000.0,,,,,
1,000039.SZ,20191029,20191029,20190930,1,1,0.1357,0.1343,61660271000.0,61660271000.0,,,,,,,,,,,,,,,-350168000.0,96186000.0,36585000.0,,60199095000.0,53216581000.0,,,442585000.0,1481906000.0,3265113000.0,843408000.0,-8027000.0,,,,,,,,,,,1727814000.0,349712000.0,69741000.0,,2007785000.0,786143000.0,1221642000.0,636327000.0,585315000.0,622075000.0,1843717000.0,1074991000.0,768726000.0,2827360000.0,,,,
0,000040.SZ,20191031,20191031,20190930,1,1,0.05,0.05,6388916198.6,6388916198.6,,,,,,,,,,,,,,,,83574402.76,-418305.15,,6372823207.94,5665949737.22,,,16135556.0,11975045.58,197125630.46,429024159.9,,,,,,,,,,,,120815461.23,153524.31,26879838.0,,94089147.54,20712012.27,73377135.27,73669351.07,-292215.8,-1825.95,73375309.32,73653846.18,-278536.86,,,,,
