,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
1,000007.SZ,20190430,20190430,20181231,1,1,-196200201.49,-1088693.16,41307807.81,,,,,,,,,,,,,977156.26,42284964.07,8191312.27,17215700.52,5154554.33,,,,,,18597568.25,49159135.37,-6874171.3,32048521.05,,1562857.69,,78543367.7,112154746.44,910660.1,41943396.0,,64651933.32,,107505989.42,4648757.02,,,,,63815101.45,,,,,,,,-2225414.28,8843626.97,6618212.69,,,,35633355.8,4642342.01,61133.3,552868.89,,,,26441.61,25485698.92,-8075673.51,-6452295.47,,14389.09,-8257428.25,146814269.24,-30378.28,-6874171.3,,,,6618212.69,8843626.97,,,-2225414.28
0,000008.SZ,20190427,20190427,20190331,1,1,,,593996246.74,6148448.69,,,,,,,,,,,,103352493.71,703497189.14,366376332.54,215332946.74,171544074.98,,,,,,98502524.3,851755878.56,-148258689.42,1878269.59,466109172.6,6085689.27,400500.0,,474473631.46,7848527.69,948643253.0,,,,956491780.69,-482018149.23,284470000.0,,,284470000.0,-502372417.7706,29600000.0,14166375.29,,,43766375.29,240703624.71,-95550.5,-389668764.44,1009698572.45,620029808.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000008.SZ,20190427,20190427,20190331,1,1,,,593996246.74,6148448.69,,,,,,,,,,,,103352493.71,703497189.14,366376332.54,215332946.74,171544074.98,,,,,,98502524.3,851755878.56,-148258689.42,1878269.59,466109172.6,6085689.27,400500.0,,474473631.46,7848527.69,948643253.0,,,,956491780.69,-482018149.23,284470000.0,,,284470000.0,,29600000.0,14166375.29,,,43766375.29,240703624.71,-95550.5,-389668764.44,1009698572.45,620029808.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,000008.SZ,20190425,20190425,20181231,1,1,341889698.13,63373845.69,1996684768.99,73698038.92,,,,,,,,,,,,106072670.44,2176455478.35,1219268259.65,550108665.29,396666039.11,,,,,,600981869.58,2767024833.63,-590569355.28,,6535520438.83,44406121.24,1671026.62,,6581597586.69,117625926.7,5075319509.15,314320068.2,18211974.7,,5525477478.75,1056120107.94,1258568440.15,,,1258968440.15,980300730.6173,1280073526.33,208050908.75,5439569.64,183263527.4,1671387962.48,-412419522.33,3601163.51,56732393.84,952966178.61,1009698572.45,400000.0,400000.0,,44169640.36,31046461.41,30125201.83,7451379.76,,,-11448.77,23661.05,-9391834.9,-24937350.7,-11151561.27,-3480967.43,8360733.04,-875075595.08,-192961218.4,,-590569355.28,,,,1009698572.45,952966178.61,,,56732393.84
0,000009.SZ,20190430,20190430,20190331,1,1,,,2723255278.87,8709387.36,,,,,,,,10328747.87,,,,117775134.86,2860068548.96,1475250960.88,324473395.82,347319509.73,16877630.4,,,3236088.78,,346917038.52,2514074624.13,345993924.83,,736258397.36,449.05,346660.24,,736605506.65,301506266.02,798504968.7,,50039900.0,,1150051134.72,-413445628.07,950700000.0,988690000.0,,1969765000.0,130424249.0758,1674542200.0,132938913.64,,62837284.55,1870318398.19,99446601.81,9337790.43,41332689.0,4559504160.57,4600836849.57,30375000.0,30375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000009.SZ,20190430,20190430,20181231,1,1,665070544.33,473862305.6,9763910357.56,36635271.86,,,,,,,,55920733.03,,,,1036189734.82,10920426700.02,4814618920.43,1328673631.71,840693059.27,,,,6916935.41,,1206682163.16,8197584709.98,2722841990.04,,5500901795.64,6219109.8,12825363.07,696476309.75,6216422578.26,1170887851.66,5673548854.34,7967844.06,11629950.0,,6864034500.06,-647611921.8,7239533892.49,,,7298803892.49,2153499683.4263,7634687644.82,789211845.23,139760243.74,128452566.19,8552352056.24,-1253548163.75,20261528.73,841943433.22,3717560727.35,4559504160.57,59270000.0,59270000.0,,304721844.32,389237037.32,55568684.67,55757553.08,,,-8531926.16,214780.81,516957878.16,-464209336.83,-178267278.2,-10722931.98,-767289141.64,-1431859729.74,3092612820.21,29718886.09,2722841990.04,,,,3869227360.1,3610648808.54,690276800.47,106911918.81,841943433.22
0,000010.SZ,20190430,20190430,20190331,1,1,,,368100977.9,908.84,,,,,,,,,,,,141962814.76,510064701.5,239053338.22,26107932.12,5188966.2,,,,,,300601097.27,570951333.81,-60886632.31,,,,,,,287940.9,,,,,287940.9,-287940.9,113300000.0,,,113300000.0,-196487977.0928,90000000.0,9841161.16,,,99841161.16,13458838.84,,-47715734.37,59344508.9,11628774.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000010.SZ,20190430,20190430,20190331,1,1,,,368100977.9,908.84,,,,,,,,,,,,141962814.76,510064701.5,239053338.22,26107932.12,5188966.2,,,,,,300601097.27,570951333.81,-60886632.31,,,,,,,287940.9,,,,,287940.9,-287940.9,113300000.0,,,113300000.0,,90000000.0,9841161.16,,,99841161.16,13458838.84,,-47715734.37,59344508.9,11628774.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,000010.SZ,20190425,20190425,20181231,1,1,-726512624.65,67749948.56,742411063.11,10054.05,,,,,,,,,,,,52165263.43,794586380.59,717452064.06,76914195.02,41275466.38,,,,,,197376623.17,1033018348.63,-238431968.04,68474781.82,10000000.0,,485710.0,3081604.98,82042096.8,3555525.01,60000000.0,332313930.64,,,395869455.65,-313827358.85,177500000.0,,794550000.0,972050000.0,483975160.27,471049344.22,56098259.61,,,527147603.83,444902396.17,,-107356930.72,166696058.8,59339128.08,,,,533996493.55,6122562.09,409359.84,2467540.13,,,-60388.14,62153.6,-65511.96,-16526780.92,-1249314.12,-484005.15,249271195.72,-111489348.02,-240729510.84,-1393737.73,-238431968.04,,,,59339128.08,166696058.8,,,-107356930.72
3,000010.SZ,20190425,20190425,20181231,1,1,-726512624.65,67749948.56,742411063.11,10054.05,,,,,,,,,,,,52165263.43,794586380.59,717452064.06,76914195.02,41275466.38,,,,,,197376623.17,1033018348.63,-238431968.04,68474781.82,10000000.0,,485710.0,3081604.98,82042096.8,3555525.01,60000000.0,332313930.64,,,395869455.65,-313827358.85,177500000.0,,794550000.0,972050000.0,,471049344.22,56098259.61,,,527147603.83,444902396.17,,-107356930.72,166696058.8,59339128.08,,,,533996493.55,6122562.09,409359.84,2467540.13,,,-60388.14,62153.6,-65511.96,-16526780.92,-1249314.12,-484005.15,249271195.72,-111489348.02,-240729510.84,-1393737.73,-238431968.04,,,,59339128.08,166696058.8,,,-107356930.72
0,000011.SZ,20190430,20190430,20190331,1,1,,,470757472.88,,,,,,,,,,,,,20774451.11,491531923.99,342434913.82,102816115.63,92294854.14,,,,,,18504507.42,556050391.01,-64518467.02,,,,970.0,,970.0,888001.82,,1555272.25,,,2443274.07,-2442304.07,,,,,-2597354311.9517,,60321156.25,,,60321156.25,-60321156.25,-1113462.35,-128395389.69,3375714690.09,3247319300.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000012.SZ,20190426,20190426,20190331,1,1,,,2268333166.0,1825553.0,,,,,,,,,,,,26891640.0,2297050359.0,1445370845.0,418315107.0,138793875.0,,,,,,158253170.0,2160732997.0,136317362.0,209085.0,,,334400.0,,543485.0,127234513.0,,,606824.0,,127841337.0,-127297852.0,835500000.0,,500000000.0,1335500000.0,-718909608.8813,930211970.0,62397350.0,,359331565.0,1351940885.0,-16440885.0,-1620779.0,-9042154.0,2225126913.0,2216084759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000012.SZ,20190417,20190417,20181231,1,1,472208588.0,401627067.0,11788692400.0,82340672.0,,,,,,,,,,,,215823594.0,12086856666.0,7251436467.0,1316396954.0,784858705.0,,,,,,603786440.0,9956478566.0,2130378100.0,31055318.0,,,4272239.0,,35327557.0,695872456.0,,,118263080.0,,814135536.0,-778807979.0,4636519062.0,,,4672680876.0,604413762.8785,4737952772.0,503060429.0,,1020125951.0,6261139152.0,-1588458276.0,2261903.0,-234626252.0,2459753165.0,2225126913.0,36161814.0,,,136546150.0,965935450.0,50567703.0,1647906.0,,,454368.0,,,,-58656656.0,1202886.0,85267118.0,-63345244.0,-7406972.0,144329736.0,2130378100.0,,,,2225126913.0,2459753165.0,,,-234626252.0
2,000012.SZ,20190417,20190417,20181231,1,1,472208588.0,401627067.0,11788692400.0,82340672.0,,,,,,,,,,,,215823594.0,12086856666.0,7251436467.0,1316396954.0,784858705.0,,,,,,603786440.0,9956478566.0,2130378100.0,31055318.0,,,4272239.0,,35327557.0,695872456.0,,,118263080.0,,814135536.0,-778807979.0,4636519062.0,,,4672680876.0,-190167596.0,4737952772.0,503060429.0,,1020125951.0,6261139152.0,-1588458276.0,2261903.0,-234626252.0,2459753165.0,2225126913.0,36161814.0,,,136546150.0,965935450.0,50567703.0,1647906.0,,,454368.0,,,,-58656656.0,1202886.0,85267118.0,-63345244.0,-7406972.0,144329736.0,2130378100.0,,,,2225126913.0,2459753165.0,,,-234626252.0
0,000014.SZ,20190426,20190426,20190331,1,1,,,134519402.51,,,,,,,,,,,,,20026062.52,154545465.03,45766362.86,13023299.48,28845103.41,,,,,,7467144.21,95101909.96,59443555.07,,,,,,,40339.17,,,,,40339.17,-40339.17,,,,,,6250000.0,1102500.0,,,7352500.0,-7352500.0,,52050715.9,154229902.61,206280618.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000014.SZ,20190426,20190426,20190331,1,1,,,134519402.51,,,,,,,,,,,,,20026062.52,154545465.03,45766362.86,13023299.48,28845103.41,,,,,,7467144.21,95101909.96,59443555.07,,,,,,,40339.17,,,,,40339.17,-40339.17,,,,,45981723.15,6250000.0,1102500.0,,,7352500.0,-7352500.0,,52050715.9,154229902.61,206280618.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000016.SZ,20190430,20190430,20190331,1,1,,,11629972953.14,307323363.61,,,,,,,,,,,,1487656643.3,13424952960.05,12464112932.57,548246765.8,159596824.94,,,,,,793736581.46,13965693104.77,-540740144.72,50000000.0,71798210.0,18560027.29,27086.77,,140385324.06,198262328.78,1116840150.0,,33420.0,,1315135898.78,-1174750574.72,6036407744.97,2491250000.0,,8597433017.07,-1247639503.3211,5791211803.51,130287756.06,,113256202.85,6034755762.42,2562677254.65,-28585274.94,818601260.27,3434149481.72,4252750741.99,69775272.1,69775272.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000016.SZ,20190430,20190430,20190331,1,1,,,11629972953.14,307323363.61,,,,,,,,,,,,1487656643.3,13424952960.05,12464112932.57,548246765.8,159596824.94,,,,,,793736581.46,13965693104.77,-540740144.72,50000000.0,71798210.0,18560027.29,27086.77,,140385324.06,198262328.78,1116840150.0,,33420.0,,1315135898.78,-1174750574.72,6036407744.97,2491250000.0,,8597433017.07,,5791211803.51,130287756.06,,113256202.85,6034755762.42,2562677254.65,-28585274.94,818601260.27,3434149481.72,4252750741.99,69775272.1,69775272.1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,000017.SZ,20190430,20190430,20190331,1,1,,,4648357.26,,,,,,,,,,,,,1988765.05,6637122.31,3324815.98,1454436.46,5266314.48,,,,,,2696949.6,12742516.52,-6105394.21,,,,,,,,,,,,,,,,,,-6456626.45,,,,2000000.0,2000000.0,-2000000.0,,-8105394.21,16488886.26,8383492.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000017.SZ,20190430,20190430,20190331,1,1,,,4648357.26,,,,,,,,,,,,,1988765.05,6637122.31,3324815.98,1454436.46,5266314.48,,,,,,2696949.6,12742516.52,-6105394.21,,,,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,-2000000.0,,-8105394.21,16488886.26,8383492.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,000017.SZ,20190420,20190420,20181231,1,1,-1880505.78,,36129289.85,,,,,,,,,,,,,4438556.57,40567846.42,30870252.63,7034174.47,2508051.27,,,,,,9634842.21,50047320.58,-9479474.16,,,,,,,17293.82,,,,,17293.82,-17293.82,,,8808378.06,8808378.06,-10056360.35,,,,2000000.0,2000000.0,6808378.06,,-2688389.92,19177276.18,16488886.26,,,,1200526.41,369874.42,753000.0,,,,85730.05,,,,-298792.47,,26482.38,-11299293.84,1563504.67,,-9479474.16,,,,16488886.26,19177276.18,,,-2688389.92
3,000017.SZ,20190420,20190420,20181231,1,1,-1880505.78,,36129289.85,,,,,,,,,,,,,4438556.57,40567846.42,30870252.63,7034174.47,2508051.27,,,,,,9634842.21,50047320.58,-9479474.16,,,,,,,17293.82,,,,,17293.82,-17293.82,,,8808378.06,8808378.06,,,,,2000000.0,2000000.0,6808378.06,,-2688389.92,19177276.18,16488886.26,,,,1200526.41,369874.42,753000.0,,,,85730.05,,,,-298792.47,,26482.38,-11299293.84,1563504.67,,-9479474.16,,,,16488886.26,19177276.18,,,-2688389.92
0,000019.SZ,20190427,20190427,20190331,1,1,,,2591738749.21,336964.29,,,,,,,,,,,,139468463.14,2731544176.64,2658932461.18,82098655.08,17053610.33,,,,,,193804535.91,2951889262.5,-220345085.86,,20000000.0,925802.51,7372.01,,20933174.52,84223760.99,118000000.0,,,,202223760.99,-181290586.47,19129656.28,,,36279656.28,-416748589.2853,,7790250.91,,,7790250.91,28489405.37,-196118.41,-373342385.37,631638339.68,258295954.31,17150000.0,17150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000019.SZ,20190427,20190427,20181231,1,1,320855724.38,18627801.26,10864668383.48,2149482.32,,,,,,,,,,,,149070552.32,11015888418.12,10062803459.79,266944869.84,76069566.39,,,,,,310966886.52,10716784782.54,299103635.58,450000.0,190000000.0,3029857.89,2130835.56,,195610693.45,382839107.07,287000000.0,,,,669839107.07,-474228413.62,537740181.56,,,562240181.56,-2073277104.4904,280451777.62,21982183.52,,,302433961.14,259806220.42,2516157.85,87197600.23,544440739.45,631638339.68,24500000.0,24500000.0,,199636023.51,79619849.04,18007582.56,6742417.85,,,-1601802.27,393959.39,474740.24,-1724353.15,3560166.42,-532402.18,-46833652.8,-308973425.11,10851006.44,,299103635.58,,,,631638339.68,544440739.45,,,87197600.23
0,000020.SZ,20190430,20190430,20190331,1,1,,,131395643.63,,,,,,,,,,,,,1243646.01,132639289.64,85022628.29,16234429.46,2076195.55,,,,,,9902133.35,113235386.65,19403902.99,46000000.0,,30941.58,,,46030941.58,1991100.36,,,46000000.0,,47991100.36,-1960158.78,39255469.21,,,39255469.21,29080291.2418,51413400.63,3134606.87,,,54548007.5,-15292538.29,65528.58,2216734.5,27961209.6,30177944.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000020.SZ,20190430,20190430,20181231,1,1,3295022.72,12785854.43,479256981.38,,,,,,,,,,,,,149122946.48,628379927.86,419823861.32,59375348.93,18875771.5,,,,,,152199405.77,650274387.52,-21894459.66,144000000.0,,326439.49,924820.0,,145251259.49,15063404.44,,,144000000.0,,159063404.44,-13812144.95,381872622.67,,,381872622.67,-9363560.1132,387355473.63,12486591.53,,,399842065.16,-17969442.49,162282.4,-53513764.7,81474974.3,27961209.6,,,,700496.64,11640445.16,1491626.63,296557.11,,,-49159.75,,,-326439.49,98687.6,,-2586887.73,-12126884.8,-37113778.18,,-21894459.66,,,,27961209.6,66240945.59,,15234028.71,-53513764.7
0,000021.SZ,20190430,20190430,20190331,1,1,,,3915691215.45,29048734.55,,,,,,,,,,,,65706121.63,4010446071.63,3339069937.52,494223003.83,91382126.33,,,,,,103212920.51,4027887988.19,-17441916.56,,,,5410952.31,,5410952.31,212106665.34,,,,,212106665.34,-206695713.03,3093039668.09,,390920693.11,3483960361.2,-455988195.786,2838254430.3,37644028.47,,1046196858.22,3922095316.99,-438134955.79,-6099907.12,-668372492.5,1808672598.39,1140300105.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000021.SZ,20190420,20190420,20181231,1,1,565371989.01,-229507431.19,15189688606.27,98959888.43,,,,,,,,,,,,517236483.79,15805884978.49,12771637289.25,1980139864.73,371735731.35,,,,,,261601661.12,15385114546.45,420770432.04,133291317.13,3460883.1,110823967.1,19733513.15,,267309680.48,776014715.36,3000000.0,,695896000.0,,1474910715.36,-1207601034.88,15857555640.65,,5373595377.16,21232534806.81,-45399012.5689,16985926991.13,273900419.47,8075227.0,3086803104.45,20346630515.05,885904291.76,98243205.24,197316894.16,1611355704.23,1808672598.39,1383789.0,1383789.0,,36678931.18,436410532.15,12764213.17,80375247.06,,,-21463088.97,,28684943.99,-128422256.06,73237941.68,-113683849.4,-552765762.08,90067410.71,143021610.79,,420770432.04,,,,1808672598.39,1611355704.23,,,197316894.16
0,000023.SZ,20190426,20190426,20190331,1,1,,,298234539.58,,,,,,,,,,,,,14488914.93,312723454.51,253384126.45,26292834.78,27216416.02,,,,,,18298046.44,325191423.69,-12467969.18,,,,124936.0,,124936.0,11139655.54,55000000.0,,,,66139655.54,-66014719.54,40000000.0,,7765072.69,47765072.69,-78527227.5362,40000000.0,4449883.37,,2227147.65,46677031.02,1088041.67,,-77394647.05,337432937.31,260038290.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000023.SZ,20190418,20190418,20181231,1,1,35136374.43,25652141.07,1383324116.43,,,,,,,,,,,,,46003840.13,1429327956.56,1050108171.35,131539073.04,86284141.17,,,,,,40773375.89,1308704761.45,120623195.11,,125000000.0,363541.09,989275.0,,126352816.09,42260354.66,125000000.0,,,,167260354.66,-40907538.57,369387825.22,,2400000.0,371787825.22,64670358.5351,339837980.98,25917364.94,,58285418.77,424040764.69,-52252939.47,,27462717.07,309970220.24,337432937.31,,,,9477865.38,24080156.38,906226.96,4257735.43,,,-851126.78,638352.82,,-363541.09,6232065.1,,-21830804.41,-207999590.43,245287340.25,,120623195.11,,,,337432937.31,309970220.24,,,27462717.07
0,000025.SZ,20190430,20190430,20190331,1,1,,,108587946.31,,,,,,,,,,,,,25600115.48,134188061.79,84612348.69,13976594.06,4455784.64,,,,,,28156466.17,131201193.56,2986868.23,,385750000.0,2709631.66,,,388459631.66,16588411.61,427700000.0,,,,444288411.61,-55828779.95,58000000.0,,,78000000.0,-74871053.7327,87934887.55,2902751.27,,,90837638.82,-12837638.82,,-65679550.54,142848120.69,77168570.15,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
