,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
1,600104.SH,20190830,20190830,20190630,1,1,11683461365.0,55322945530.44,114190794111.21,40843171648.51,570524875.59,124587920588.96,33332964227.94,9671947232.37,45435810894.19,14620504025.04,16093838097.73,10234822416.26,918102101.68,57700377671.08,,77574407374.79,,,,,,579301433.0,68294735152.58,464398619591.39,,,60122040121.36,3318642254.01,,,6198492564.57,71650713993.68,22693706390.27,,,,,14139666473.54,961314099.61,1480799484.53,2216649836.07,27094172576.14,83685142217.85,4161648787.73,315829184643.84,,,,,,,,,,,,,,,,,780227804235.23,20707382550.46,23075543991.24,,61734378017.69,39390000000.0,976221848.88,41878831162.79,118341345471.52,10595549204.87,221799442.0,,9035360590.69,3307820801.46,958549683.77,20385773026.36,57531689413.42,,,,,,,,18370743350.41,150788511.45,405954394516.55,15850681453.44,471771052.85,738910794.35,14694606428.71,2483178039.5,27652286769.99,,88429092776.9,,,,,,,,,,,,,,,,,494383487293.45,,2898526086.15,,,48634957610.56,237209359331.22,285844316941.78,780227804235.23,5830275687.6,11699935714.32,,,,,,,80713400.0,
0,600105.SH,20190828,20190828,20190630,1,1,1245612670.0,747689487.49,518513153.01,288218296.6,,984123493.92,15000000.0,52330772.63,1007951895.63,63179955.11,130210096.57,,,849737732.31,,,,,,,,,534595315.64,3637129261.81,,,1256962685.24,12315991.36,,,,680139486.18,466729752.05,,,,,115098001.74,,309583356.87,7581936.28,51541862.44,,30481053.89,2930434126.05,,,,,,,,,,,,,,,,,6567563387.86,107901026.44,801679555.0,,,,,101418060.74,679452268.29,355999766.03,,,37560466.37,41869859.22,1873544.19,192284531.93,166673951.08,,,,,,,,70201927.53,,2449013930.38,752464801.43,,,4646028.82,11209927.91,78516203.77,,954737988.37,,,,,,,,,,,,,,,,,3403751918.75,20630647.5,,,,383361447.4,2780450021.71,3163811469.11,6567563387.86,,1047062.11,,,,,,,,
0,600106.SH,20190821,20190821,20190630,1,1,1208204602.0,54290513.4,1579255147.47,394854555.75,,376712066.48,188540676.85,,16883899.41,17414318.56,342282.5,26386313.49,,351361127.65,,702222972.98,,,,,,,5573594.21,1685437252.13,,,1492527273.69,628164.36,,,1993970499.26,287202842.64,,,,,,,,,,328421.42,,,4704125146.84,,,,,,,,,,,,,,,,,6389562398.97,1478550000.0,800000000.0,,,,,,6156443.46,2333350.2,,,5253349.96,6617910.13,5155994.11,,2695063.36,,,,,,,,262555751.87,,1090767863.09,,,,,157359369.07,,,1643435487.19,,,,,,,,,,,,,,,,,2734203350.28,,,,,,3655359048.69,3655359048.69,6389562398.97,7526118.12,418754230.07,,,,,,,,
0,600107.SH,20190828,20190828,20190630,1,1,360000000.0,178782726.1,47992228.58,24262057.44,,127491465.79,,840000.0,45211564.04,,11130687.59,,,233313093.18,,,,,,,,,123833435.57,615501474.42,,,186537255.44,1090972.03,,,,,,,,,,31114420.69,,,17507883.94,19314227.02,,37734411.0,443527452.0,,,,,,,,,,,,,,,,,1059028926.42,31104200.0,190000000.0,,,,,,17725281.48,23957452.63,,,27652465.16,45809616.55,,3932541.95,,,,,,,,,15555600.0,,369051529.57,,,,,,10000000.0,,41104200.0,,,,,,,,,,,,,,,,,410155729.57,,,,,37214822.96,611658373.89,648873196.85,1059028926.42,,621361.77,,,,,,,,
1,600107.SH,20190828,20190828,20190630,1,1,360000000.0,178782726.1,47992228.58,24262057.44,,127491465.79,,840000.0,45211564.04,73681228.25,11130687.59,,,233313093.18,,,,,,,,,123833435.57,615501474.42,,,186537255.44,1090972.03,,,,116871810.28,,,33356471.6,,,31114420.69,,,17507883.94,19314227.02,,37734411.0,443527452.0,,,,,,,,,,,,,,,,,1059028926.42,31104200.0,190000000.0,,,,,,17725281.48,23957452.63,,,27652465.16,45809616.55,,3932541.95,44418571.8,,,,,,,,15555600.0,,369051529.57,,,,,,10000000.0,,41104200.0,,,,,,,,,,,,,,,,,410155729.57,,,,,37214822.96,611658373.89,648873196.85,1059028926.42,,621361.77,,,,,,,,
0,600108.SH,20190830,20190830,20190630,1,1,1946915121.0,530947516.05,1963432280.05,332366997.27,147141.11,921153479.48,1767260.0,13260634.42,1361201904.39,156168683.34,385880433.57,,,852117542.23,,,,,,,,,14823436.31,3706373373.74,,,,75950477.75,,,,1266778055.18,22874100.29,,,93686494.85,,2728496498.84,,,160583115.49,9675302.17,,62226964.03,4630715008.6,,,,,,,,,,,,,,,,,8337088382.34,518000000.0,953000000.0,,,,,3200000.0,210980584.73,60907139.34,,,40212297.6,58507856.54,7405479.45,10264118.04,414971088.66,,,,,,,,13610000.0,,1773058564.36,992696011.11,,57410776.09,,36238943.83,69132421.61,1144855.37,1674623008.01,,,,,,,,,,,,,,,,,3447681572.37,,,,,44911570.72,4844495239.25,4889406809.97,8337088382.34,,70686183.77,,,,,,,,
1,600108.SH,20190830,20190830,20190630,1,1,1946915121.0,530947516.05,1963432280.05,332366997.27,147141.11,921153479.48,,13260634.42,1361201904.39,,385880433.57,,,852117542.23,,,,,,,,,14823436.31,3706373373.74,,,,75950477.75,,,,,,,,93686494.85,,2728496498.84,,,160583115.49,9675302.17,,62226964.03,4630715008.6,,,,,,,,,,,,,,,,,8337088382.34,518000000.0,953000000.0,,,,,3200000.0,210980584.73,60907139.34,,,40212297.6,58507856.54,7405479.45,10264118.04,,,,,,,,,13610000.0,,1773058564.36,992696011.11,,,,36238943.83,69132421.61,1144855.37,1674623008.01,,,,,,,,,,,,,,,,,3447681572.37,,,,,44911570.72,4844495239.25,4889406809.97,8337088382.34,,70686183.77,,,,,,,,
0,600109.SH,20190830,20190830,20190630,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51940547459.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31788802872.19,,,,,71187093.78,20080557493.43,20151744587.21,51940547459.4,,,,,,,,,,
1,600109.SH,20190830,20190830,20190630,1,4,3024359310.0,7852125554.68,6157063435.95,993863152.54,,15075211340.33,14935671543.54,,,,,,,,,,2684103161.04,,,,,5079910364.31,,,,,572595282.51,,,201641343.88,,65716758.09,,,,,,58211461.73,,80312321.28,,335539977.0,,,,,,,8151000.0,,,,,724323516.65,,,,10432642835.2,2350238831.1,,,51940547459.4,,250887835.83,,,1000333277.78,1394095338.07,,,,6901689182.87,,1229077749.74,154541336.92,,,,,,,,,12704296378.65,,,,,4401017750.84,,,,58691165.17,,,,,6434000.26,,,143693883.18,,,,,,,,,,,,31788802872.19,,1968365941.97,,,71187093.78,20080557493.43,20151744587.21,51940547459.4,,84780098.29,,,7473440069.73,42774577.89,2840952585.2,703092387.68,,
0,600110.SH,20190828,20190828,20190630,1,1,1150312097.0,698319697.33,256235551.13,72287004.18,,1052025167.32,,182572587.97,706495003.72,,34024857.49,,12904416.71,370291922.71,,863987379.37,,,,,,,119251355.84,3383322286.07,,,224070073.42,33743164.83,,,639602549.82,,,,,,,223944335.74,61825677.5,2.0,3617368.68,9011034.97,,27763034.81,3741658977.88,,,,,,,,,,,,,,,,,7124981263.95,940000000.0,2337100000.0,,,,,152469471.7,285678580.96,17083736.07,,,5388396.27,40129654.25,16164950.77,,,,,,,,,,385799438.72,8190921.36,3367234052.26,,,,,,46007181.71,,1251569848.38,,,,,,,,,,,,,,,,,4618803900.64,,,,,327176569.1,2179000794.21,2506177363.31,7124981263.95,,1846444.57,,,,,,,,
1,600110.SH,20190828,20190828,20190630,1,1,1150312097.0,698319697.33,256235551.13,72287004.18,,1052025167.32,,182572587.97,706495003.72,41769594.94,34024857.49,,12904416.71,370291922.71,,863987379.37,,,,,,,119251355.84,3383322286.07,,,224070073.42,33743164.83,,,639602549.82,2510718385.56,7363350.55,,,,,223944335.74,61825677.5,2.0,3617368.68,9011034.97,,27763034.81,3741658977.88,,,,,,,,,,,,,,,,,7124981263.95,940000000.0,2337100000.0,,,,,152469471.7,285678580.96,17083736.07,,,5388396.27,40129654.25,16164950.77,,119228902.16,,,,,,,,385799438.72,8190921.36,3367234052.26,,265562666.67,,,,46007181.71,,1251569848.38,,,,,,,,,,,,,,,,,4618803900.64,,,,,327176569.1,2179000794.21,2506177363.31,7124981263.95,,1846444.57,,,,,,,,
0,600111.SH,20190824,20190824,20190630,1,1,3633066000.0,154907711.85,4029529292.31,1361158389.57,62172472.26,2301856256.83,,1730115785.45,2104315080.97,45071036.13,859630794.73,,3646312.34,8861304840.41,,3067622.4,,,,,,,959439482.37,16868447211.63,,,58300979.53,95645052.65,,,899643.77,3388562973.88,460909296.15,,348609.2,,,715347987.9,,20812897.62,246546833.2,495103793.03,,162756223.4,6348001162.03,,,,,,,,,,,,,,,,,23216448373.66,477063299.09,3394605177.95,,,,,738499044.33,851544425.17,519429039.55,,,103489103.81,63863861.35,94860560.81,72701138.91,270498022.91,,,,,,,,30525867.07,,6140016241.86,3591615178.25,10748708.16,46448728.0,,71104810.75,290320903.41,,4487301627.66,,,,,,,,,,,,,,,,,10627317869.52,,,,,3231218167.49,9357912336.65,12589130504.14,23216448373.66,,117078470.66,,,,,,,,
1,600111.SH,20190824,20190824,20190630,1,1,3633066000.0,154907711.85,4029529292.31,1361158389.57,62172472.26,2301856256.83,,1730115785.45,2104315080.97,,859630794.73,,3646312.34,8861304840.41,,3067622.4,,,,,,,959439482.37,16868447211.63,,,58300979.53,95645052.65,,,899643.77,,,,,,,715347987.9,,20812897.62,246546833.2,495103793.03,,162756223.4,6348001162.03,,,,,,,,,,,,,,,,,23216448373.66,477063299.09,3394605177.95,,,,,738499044.33,851544425.17,519429039.55,,,103489103.81,63863861.35,94860560.81,72701138.91,,,,,,,,,30525867.07,,6140016241.86,3591615178.25,,,,71104810.75,290320903.41,,4487301627.66,,,,,,,,,,,,,,,,,10627317869.52,,,,,3231218167.49,9357912336.65,12589130504.14,23216448373.66,,117078470.66,,,,,,,,
0,600112.SH,20190831,20190831,20190630,1,1,509204846.0,555985987.81,54443365.28,25387977.4,,55144659.21,84238539.75,1400000.0,122610748.86,262817878.19,99335254.18,,,133109799.04,,,,,,,,,45949.57,758702828.8,,,12341956.94,,,,,335332708.57,28379636.25,,,,,261247056.93,50327005.5,7555525.69,,2164580.58,,,1516307493.47,,,,,,,,,,,,,,,,,2275010322.27,8225000.0,551119744.53,,,,,17128480.11,218037060.58,18400375.85,,,381052.38,3683502.55,8307394.62,,159693248.24,,,,,,,,99025346.19,,1075776205.05,,,2204884.07,,31939325.0,12202758.48,,54571967.55,,,,,,,,,,,,,,,,,1130348172.6,,,,,-360026.82,1145022176.49,1144662149.67,2275010322.27,,,,,,,,,,
1,600112.SH,20190831,20190831,20190630,1,1,509204846.0,555985987.81,54443365.28,25387977.4,,55144659.21,,1400000.0,122610748.86,,99335254.18,,,133109799.04,,,,,,,,,45949.57,758702828.8,,,12341956.94,,,,,,,,,,,261247056.93,50327005.5,7555525.69,,2164580.58,,,1516307493.47,,,,,,,,,,,,,,,,,2275010322.27,8225000.0,551119744.53,,,,,17128480.11,218037060.58,18400375.85,,,381052.38,3683502.55,8307394.62,,,,,,,,,,99025346.19,,1075776205.05,,,,,31939325.0,12202758.48,,54571967.55,,,,,,,,,,,,,,,,,1130348172.6,,,,,-360026.82,1145022176.49,1144662149.67,2275010322.27,,,,,,,,,,
0,600113.SH,20190830,20190830,20190630,1,1,411431160.0,345486455.9,644055942.54,6818786.0,,220662950.62,,,26913466.27,,7344190.95,,,40650519.81,,,,,,,,,18461971.58,324762468.3,,,49357749.01,431407901.53,,,,,,,,,,362754857.38,,,11783791.59,1662056.21,,4615806.0,1413636427.07,,,,,,,,,,,,,,,,,1738398895.37,115000000.0,,,,,,,16393647.55,18582133.97,,,2689386.42,54539580.75,167437.5,,,,,,,,,,20000000.0,,153729033.4,,,,,60912957.11,,,175912957.11,,,,,,,,,,,,,,,,,329641990.51,,,,,964560.42,1407792344.44,1408756904.86,1738398895.37,,,,,,,,,,
1,600113.SH,20190830,20190830,20190630,1,1,411431160.0,345486455.9,644055942.54,6818786.0,,220662950.62,,,26913466.27,10729369.07,7344190.95,,,40650519.81,,,,,,,,,18461971.58,324762468.3,,,49357749.01,431407901.53,,,,157585702.53,32916734.37,,,,,362754857.38,,,11783791.59,1662056.21,,4615806.0,1413636427.07,,,,,,,,,,,,,,,,,1738398895.37,115000000.0,,,,,,,16393647.55,18582133.97,,,2689386.42,54539580.75,167437.5,,41356847.21,,,,,,,,20000000.0,,153729033.4,,,,,60912957.11,,,175912957.11,,,,,,,,,,,,,,,,,329641990.51,,,,,964560.42,1407792344.44,1408756904.86,1738398895.37,,,,,,,,,,
0,600114.SH,20190730,20190730,20190630,1,1,645545881.0,1394925557.5,451345251.53,144059427.32,,165844349.87,,122038824.92,453329061.52,35111425.54,11862769.76,,,359688918.43,,,,,,,,,20602153.45,1168477503.49,,,201836121.45,42622434.33,,,,1421895008.92,94272720.6,,,,,234431338.74,,29119492.52,45354479.8,18909899.43,,,2091041495.79,,,,,,,,,,,,,,,,,3259518999.28,,,,,,,43620000.0,119862977.63,5868042.34,,,1906219.48,19683514.16,,,427091066.12,,,,,,,,,,618031819.73,,,,,6046812.77,53152835.48,,59199648.25,,,,,,,,,,,,,,,,,677231467.98,223404005.67,,,,169815419.62,2412472111.68,2582287531.3,3259518999.28,,,,,,,,,,
0,600115.SH,20190831,20190831,20190630,1,1,14467000000.0,26760000000.0,16459000000.0,570000000.0,,959000000.0,114000000.0,,2197000000.0,5427000000.0,467000000.0,29000000.0,,2160000000.0,,30000000.0,,,,,,,6662000000.0,18137000000.0,,,2635000000.0,669000000.0,,,,86132000000.0,24106000000.0,,,,,1728000000.0,,9028000000.0,1866000000.0,705000000.0,,1127000000.0,261772000000.0,,,,,,,,,,,,,,,,,279909000000.0,4288000000.0,2756000000.0,,,,,1622000000.0,11644000000.0,8000000.0,,,2568000000.0,1946000000.0,1200000000.0,,5893000000.0,,,,,,,,19731000000.0,25815000000.0,81621000000.0,20513000000.0,,,9096000000.0,,168000000.0,2127000000.0,138746000000.0,,,,,,,,,,,,,,,,,220367000000.0,,,,,3528000000.0,56014000000.0,59542000000.0,279909000000.0,2768000000.0,-2242000000.0,,,,,,,11000000.0,
0,600116.SH,20190802,20190802,20190630,1,1,993005502.0,779173966.98,956559026.17,143162209.65,12583433.1,561373509.79,,24064074.09,76951746.4,,25858531.31,,,98502375.29,,,,,,,,,26799715.96,827935465.67,,,57597852.42,28714580.53,,,,,,,,,,23157012.46,,,35539.0,24613327.03,,10000000.0,4122634993.13,,,,,,,,,,,,,,,,,4950570458.8,830325900.0,,,,,,,327214834.12,147413850.7,,,40193907.72,7561962.49,6673398.1,,,,,,,,,,109825000.0,,904314239.83,,,,,35324936.36,263627469.63,4957287.02,1249600477.1,,,,,,,,,,,,,,,,,2153914716.93,,,,,-66272667.68,2862928409.55,2796655741.87,4950570458.8,94223096.1,-21555728.35,,,,,,,,
1,600116.SH,20190802,20190802,20190630,1,1,993005502.0,779173966.98,956559026.17,143162209.65,12583433.1,561373509.79,,24064074.09,76951746.4,14385512.83,25858531.31,,,98502375.29,,,,,,,,,26799715.96,827935465.67,,,57597852.42,28714580.53,,,,3693487263.4,113061532.28,1158286.01,,,,23157012.46,,,35539.0,24613327.03,,10000000.0,4122634993.13,,,,,,,,,,,,,,,,,4950570458.8,830325900.0,,,,,,,327214834.12,147413850.7,,,40193907.72,7561962.49,6673398.1,,265431286.7,,,,,,,,109825000.0,,904314239.83,,21141787.99,,,35324936.36,263627469.63,4957287.02,1249600477.1,,,,,,,,,,,,,,,,,2153914716.93,,,,,-66272667.68,2862928409.55,2796655741.87,4950570458.8,94223096.1,-21555728.35,,,,,,,,
0,600117.SH,20190821,20190821,20190630,1,1,1045118252.0,2042378545.84,-2133048095.39,192495280.1,17390376.77,3048157264.94,,161160501.66,706633789.26,1513419909.35,411345240.33,,,2728986730.05,,,,,,,,,76712750.67,8646416186.26,,,292780420.29,4843632.85,,,,9548352972.4,3227545439.66,52604462.08,3391523.15,,,759497763.52,,,20947330.17,44516445.07,,63405392.7,14017885381.89,,,,,,,,,,,,,,,,,22664301568.15,4780800000.0,8621320000.0,,,,,522439330.2,2346018926.81,1017296081.68,,,37647361.67,117658930.35,20963612.32,,1576173504.54,,,,,,,,662671734.2,77222730.42,14999412212.19,40095000.0,765163427.22,4545454.54,11431600.0,,341060687.53,,5943096169.29,,,,,,,,,,,,,,,,,20942508381.48,,,,,557458827.35,1164334359.32,1721793186.67,22664301568.15,,,,,,,,,,
0,600118.SH,20190823,20190823,20190630,1,1,1182489135.0,1642009722.72,2540068326.69,131186322.93,17304601.05,2660925455.35,,111751468.05,4653886161.06,49826971.13,300193563.89,1629137.0,19053075.85,1859136700.41,,,,,,,,,63393209.68,9719795742.42,,,66270890.6,336520586.79,,,,1121354813.28,52008926.38,,,,,546548546.13,176228982.64,,31421465.09,34419102.59,,56364216.79,2472302791.27,,,,,,,,,,,,,,,,,12192098533.69,,357000000.0,,,,,586715279.73,3896280905.07,267154374.73,,,11239611.61,9803994.28,,38718243.49,178062377.13,,,,,,,,,,5344974786.04,,,,,5600809.99,158260264.71,,163861074.7,,,,,,,,,,,,,,,,,5508835860.74,,,,,1170039303.58,5513223369.37,6683262672.95,12192098533.69,,165260.98,,,,,,,,
1,600118.SH,20190823,20190823,20190630,1,1,1182489135.0,1642009722.72,2540068326.69,131186322.93,17304601.05,2660925455.35,,111751468.05,4653886161.06,,300193563.89,1629137.0,19053075.85,1859136700.41,,,,,,,,,63393209.68,9719795742.42,,,66270890.6,336520586.79,,,,,,,,,,546548546.13,176228982.64,,31421465.09,34419102.59,,56364216.79,2472302791.27,,,,,,,,,,,,,,,,,12192098533.69,,357000000.0,,,,,586715279.73,3896280905.07,267154374.73,,,11239611.61,9803994.28,,38718243.49,,,,,,,,,,,5344974786.04,,,,,5600809.99,158260264.71,,163861074.7,,,,,,,,,,,,,,,,,5508835860.74,,,,,1170039303.58,5513223369.37,6683262672.95,12192098533.69,,165260.98,,,,,,,,
0,600119.SH,20190823,20190823,20190630,1,1,307400000.0,331747112.95,-601085992.97,58624735.75,14728.59,149841930.62,,784240.0,371053232.0,,13303384.4,,,33656878.76,,,,,,,,,13029996.13,678311768.26,,,139448229.64,,,,,,,,,,,121965292.66,,188130372.46,708847.1,13512268.59,,1336508.08,910351535.88,,,,,,,,,,,,,,,,,1588663304.14,61950000.0,889000000.0,,,,,,89181000.39,34660379.5,,,6977193.54,8817822.13,,1470000.0,,,,,,,,,14384610.47,,1219525402.86,,,,,12105333.09,13676357.07,,88365900.16,,,,,,,,,,,,,,,,,1307891303.02,,,,,180554483.87,100217517.25,280772001.12,1588663304.14,,3516932.93,,,,,,,,
1,600119.SH,20190823,20190823,20190630,1,1,307400000.0,331747112.95,-601085992.97,58624735.75,14728.59,149841930.62,78127500.0,784240.0,371053232.0,18514606.35,13303384.4,,,33656878.76,,,,,,,,,13029996.13,678311768.26,,,139448229.64,,,,,353278855.44,89808944.85,,,,,121965292.66,,188130372.46,708847.1,13512268.59,,1336508.08,910351535.88,,,,,,,,,,,,,,,,,1588663304.14,61950000.0,889000000.0,,,,,,89181000.39,34660379.5,,,6977193.54,8817822.13,,1470000.0,175034396.83,,,,,,,,14384610.47,,1219525402.86,,634210.0,,,12105333.09,13676357.07,,88365900.16,,,,,,,,,,,,,,,,,1307891303.02,,,,,180554483.87,100217517.25,280772001.12,1588663304.14,,3516932.93,,,,,,,,
0,600120.SH,20190831,20190831,20190630,1,1,1136704521.0,1673648723.82,5660055167.9,379736884.42,,2906844165.94,4002112582.0,1790000.0,426875272.35,126644768.5,94515512.49,,124474367.17,1038443570.23,,,,,,,,,1635630111.77,10357330350.45,,,1979374300.17,49602965.25,,,3550723531.34,117497446.57,389405221.9,,,,,491656023.3,,,13361469.19,239359733.32,,,9682644181.16,,,,,,,,,,,,,,,,,20039974531.61,742592800.0,1629607615.0,,,550000000.0,180791859.81,8638970.3,532803065.75,1263505593.81,,,352268663.28,289862590.25,5506626.48,5814420.0,187621285.87,,,,,,,,73383200.0,2785917975.5,7886968561.05,,503968000.0,,100816990.22,523006425.83,739261.31,,1871123477.36,,21246695.0,,,,,,,,,,,,,,,9758092038.41,,50064428.98,,,629674349.76,9652208143.44,10281882493.2,20039974531.61,,751998417.32,,,,,,,,
0,600121.SH,20190827,20190827,20190630,1,1,1015343365.0,443678877.47,1161542141.89,426975745.54,433708150.91,3937287402.47,,438086356.94,2122828353.11,,172867277.58,,,311365736.3,,,,,,,,,20174351.6,7100387399.77,,,,261099294.18,,,,,,,,,,503019645.11,,,17202477.62,162165553.14,,,6887351693.99,,,,,,,,,,,,,,,,,13987739093.76,,3191000000.0,,,,,3877902500.0,830864523.34,101655502.35,,,341161125.72,93198033.31,,31970000.0,,,,,,,,,165229643.74,,8997438476.13,,,,234859600.59,7693342.18,,,414628194.15,,,,,,,,,,,,,,,,,9412066670.28,,,,,1071373659.18,3504298764.3,4575672423.48,13987739093.76,,23050483.49,,,,,,,,
1,600121.SH,20190827,20190827,20190630,1,1,1015343365.0,443678877.47,1161542141.89,426975745.54,433708150.91,3937287402.47,112875.58,438086356.94,2122828353.11,97665046.19,172867277.58,,,311365736.3,,,,,,,,,20174351.6,7100387399.77,,,,261099294.18,,,,4419641056.28,1447617109.27,,7261558.39,,,503019645.11,,,17202477.62,162165553.14,,,6887351693.99,,,,,,,,,,,,,,,,,13987739093.76,,3191000000.0,,,,,3877902500.0,830864523.34,101655502.35,,,341161125.72,93198033.31,,31970000.0,364457147.67,,,,,,,,165229643.74,,8997438476.13,,172075251.38,,234859600.59,7693342.18,,,414628194.15,,,,,,,,,,,,,,,,,9412066670.28,,,,,1071373659.18,3504298764.3,4575672423.48,13987739093.76,,23050483.49,,,,,,,,
0,600122.SH,20190828,20190828,20190630,1,1,1158258350.0,2055791246.87,464250066.02,154756775.73,,620762908.56,,2339100.0,1775068394.07,1640327788.45,4664686930.97,107901487.6,,2873916430.03,,,,,,,,,27486633.75,11712489673.43,,,293757815.77,,,,,554870006.38,1840.49,,,,,47642698.48,,,14649267.87,58198970.31,,897719.35,4459344921.69,,,,,,,,,,,,,,,,,16171834595.12,871832105.13,4008207839.19,,,,,532747699.11,274490536.16,48790596.67,,,26458926.9,11268132.1,267691610.69,5501144.3,596177058.66,,,,,,,,1450000000.0,659500000.0,7880833543.78,,,569212.77,,456512808.02,,,1328914125.92,,,,,,,,,,,,,,,,,9209747669.7,,,,,621844292.82,6340242632.6,6962086925.42,16171834595.12,,2507186193.98,,,,,,,,
0,600123.SH,20190827,20190827,20190630,1,1,1142400000.0,221662565.06,6810458223.72,1526770541.95,805623361.11,2054264851.99,,1445665203.72,142617132.42,,191680945.49,,,648775859.48,,,,,,,,,285471056.8,5208877511.21,,,797476822.8,19864286.68,,,,,,,,,,5916252226.57,,24550251.72,77324515.1,190815357.37,,38833039.19,19907180735.73,,,,,,,,,,,,,,,,,25116058246.94,1910238616.21,5360140000.0,,,,,367354996.44,1663354663.68,,,,519983415.7,207789021.3,,,,,,,,,,,1265591332.57,,10768149870.25,,,,,112108355.0,72876736.92,,3395216809.32,,,,,,,,,,,,,,,,,14163366679.57,,,,,445776875.53,10506914691.84,10952691567.37,25116058246.94,,,,,,,,,,
1,600123.SH,20190827,20190827,20190630,1,1,1142400000.0,221662565.06,6810458223.72,1526770541.95,805623361.11,2054264851.99,,1445665203.72,142617132.42,264166591.33,191680945.49,174422508.3,1813361.68,648775859.48,,,,,,,,,285471056.8,5208877511.21,,,797476822.8,19864286.68,,,,7366453438.09,5383385014.23,90275783.98,,,,5916252226.57,,24550251.72,77324515.1,190815357.37,,38833039.19,19907180735.73,,,,,,,,,,,,,,,,,25116058246.94,1910238616.21,5360140000.0,,,,,367354996.44,1663354663.68,480980395.32,,,519983415.7,207789021.3,10396218.03,345140000.0,547419827.21,,,,,,,,1265591332.57,,10768149870.25,,1299993101.19,0.0,,112108355.0,72876736.92,,3395216809.32,,,,,,,,,,,,,,,,,14163366679.57,,,,,445776875.53,10506914691.84,10952691567.37,25116058246.94,,,,,,,,,,
0,600125.SH,20190830,20190830,20190630,1,1,1305521874.0,157795593.0,3708235934.78,610038620.07,,792290081.13,,,261509245.09,65659725.61,341300039.31,,,2886353323.71,,,,,,,,,502420642.78,4932834080.16,,,57119544.42,,,,,3803039079.22,420372796.91,,605283.82,,,385278730.36,1580188.67,,16865665.46,25025239.42,,,4718754450.11,,,,,,,,,,,,,,,,,9651588530.27,320000000.0,50000000.0,,,,,,661005789.33,1406626676.53,,,6446107.8,22643268.57,22716666.67,47507670.4,158596217.8,,,,,,,,5000000.0,,2380542397.1,747329378.44,25236000.0,,,224316973.4,148237600.2,,1465119952.04,,,,,,,,,,,,,,,,,3845662349.14,,,,,23491790.86,5782434390.27,5805926181.13,9651588530.27,,842368.42,,,,,,,,
1,600125.SH,20190830,20190830,20190630,1,1,1305521874.0,157795593.0,3708235934.78,610038620.07,,792290081.13,,,261509245.09,,341300039.31,,,2886353323.71,,,,,,,,,502420642.78,4932834080.16,,,57119544.42,,,,,,,,,,,385278730.36,1580188.67,,16865665.46,25025239.42,,,4718754450.11,,,,,,,,,,,,,,,,,9651588530.27,320000000.0,50000000.0,,,,,,661005789.33,1406626676.53,,,6446107.8,22643268.57,22716666.67,47507670.4,,,,,,,,,5000000.0,,2380542397.1,747329378.44,,,,224316973.4,148237600.2,,1465119952.04,,,,,,,,,,,,,,,,,3845662349.14,,,,,23491790.86,5782434390.27,5805926181.13,9651588530.27,,842368.42,,,,,,,,
